,ÁVal,MMPP,De fecha,A fecha,Stock inicial,Total ctd.entrada mcía.,Total cantidades salida,Stock de cierre,UMB,Valor inicial,  Total valores entrada,   Total valores salida,Valor final,Mon.,Material,días_mes
11077,3,mmpp_494,2018-03-01,2018-03-31,484.0,0.0,0,484.0,KG,0,2.42,"                  2,42-",0,EUR,,31
11078,9,mmpp_494,2018-03-01,2018-03-31,446.0,0.0,0,446.0,KG,0,2.23,"                  2,23-",0,EUR,,31
11079,2,mmpp_495,2018-03-01,2018-03-31,3175.2,0.0,0,3175.2,KG,0,1397.09,"              1.397,09-",0,EUR,,31
11080,3,mmpp_495,2018-03-01,2018-03-31,10352.0,0.0,0,10352.0,KG,"             15.019,89",524.34,"                524,34-","             15.019,89",EUR,,31
11081,2,mmpp_496,2018-03-01,2018-03-31,14450.0,0.0,                   500,13950.0,UN,"              7.764,53",279.0,"                504,00-","              7.989,53",EUR,,31
11082,2,mmpp_497,2018-03-01,2018-03-31,39390.0,4910.0,                 7.110,37190.0,UN,0,2488.98,"              3.463,38-",0,EUR,,31
11083,2,mmpp_498,2018-03-01,2018-03-31,838.0,0.0,0,838.0,KG,0,0.0,0,0,EUR,,31
11084,3,mmpp_498,2018-03-01,2018-03-31,742.672,0.0,0,742.672,KG,0,1167.85,"              1.167,85-",0,EUR,,31
11085,2,mmpp_499,2018-03-01,2018-03-31,1200.0,0.0,0,1200.0,KG,0,3251.58,"              3.251,58-",0,EUR,,31
11086,2,mmpp_500,2018-03-01,2018-03-31,31175.0,0.0,0,31175.0,UN,0,1630.41,"              1.630,41-",0,EUR,,31
11087,3,mmpp_500,2018-03-01,2018-03-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
11088,2,mmpp_501,2018-03-01,2018-03-31,5500.0,16555.5,"             3.055,500",19000.0,UN,"             13.646,93",12116.04,"              1.343,66-","              2.874,55",EUR,,31
11089,2,mmpp_502,2018-03-01,2018-03-31,21320.0,0.0,                 2.420,18900.0,UN,0,3541.88,"              4.688,67-","                855,14",EUR,,31
11090,3,mmpp_503,2018-03-01,2018-03-31,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,31
11091,2,mmpp_504,2018-03-01,2018-03-31,39800.0,84310.3,"            55.108,300",69002.0,KG,"            530.465,64",81457.01,"             31.762,45-","            480.771,08",EUR,,31
11092,2,mmpp_505,2018-03-01,2018-03-31,7.0,0.0,0,7.0,KG,0,0.25,"                  0,25-",0,EUR,,31
11093,3,mmpp_505,2018-03-01,2018-03-31,282202.351,807488.347,"           568.976,763",520713.935,KG,"          7.919.967,31",502036.55,"            160.182,46-","          7.578.113,22",EUR,,31
11094,2250,mmpp_505,2018-03-01,2018-03-31,294194.04,146800.0,               163.754,277240.04,KG,"          1.324.562,16",112393.15,"             64.405,67-","          1.276.574,68",EUR,,31
11095,3,mmpp_506,2018-03-01,2018-03-31,5700.0,0.0,0,5700.0,KG,"              7.752,29",30.74,"                 30,74-","              7.752,29",EUR,,31
11096,3,mmpp_507,2018-03-01,2018-03-31,1402.54,0.0,0,1402.54,KG,0,174.97,"                174,97-",0,EUR,,31
11097,2,mmpp_508,2018-03-01,2018-03-31,45485.0,17587.5,"            35.392,500",27680.0,KG,0,10003.03,"             19.683,40-",0,EUR,,31
11098,3,mmpp_508,2018-03-01,2018-03-31,53960.0,9034.119,"            17.694,119",45300.0,KG,0,5699.04,"             10.041,54-","              2.628,99",EUR,,31
11099,2,mmpp_509,2018-03-01,2018-03-31,1120.0,0.0,0,1120.0,KG,0,369.6,"                369,60-",0,EUR,,31
11100,3,mmpp_509,2018-03-01,2018-03-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
11101,2,mmpp_510,2018-03-01,2018-03-31,1270.0,0.0,0,1270.0,KG,0,118.6,"                118,60-",0,EUR,,31
11102,2,mmpp_511,2018-03-01,2018-03-31,800.0,0.0,0,800.0,UN,"                575,73",9.01,"                  8,83-","                575,55",EUR,,31
11103,2,mmpp_512,2018-03-01,2018-03-31,1200.0,151.833,"               151,833",1200.0,KG,"             87.870,84",1072.46,"              1.072,45-","             87.870,83",EUR,,31
11104,3,mmpp_512,2018-03-01,2018-03-31,2400.0,0.0,0,2400.0,KG,"             18.227,60",379.6,"                379,60-","             18.227,60",EUR,,31
11105,2250,mmpp_512,2018-03-01,2018-03-31,3234.263,4000.0,                    58,7176.263,KG,"            123.309,77",48781.75,"                810,11-","             75.338,13",EUR,,31
11106,3,mmpp_513,2018-03-01,2018-03-31,5353.21,164.786,"             3.699,610",1818.386,KG,"            357.717,34",1729.92,"             22.522,30-","            378.509,72",EUR,,31
11107,2,mmpp_514,2018-03-01,2018-03-31,3714.0,16023.761,"            14.164,861",5572.9,KG,"            262.413,34",88089.55,"             59.350,74-","            233.674,53",EUR,,31
11108,3,mmpp_514,2018-03-01,2018-03-31,8898.0,4500.786,"             7.855,902",5542.884,KG,"            187.936,96",17958.14,"             31.345,05-","            201.323,87",EUR,,31
11109,2,mmpp_515,2018-03-01,2018-03-31,464.0,0.0,                    48,416.0,KG,"                926,77",8.28,"                182,03-","              1.100,52",EUR,,31
11110,2,mmpp_516,2018-03-01,2018-03-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
11111,3,mmpp_516,2018-03-01,2018-03-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
11112,2250,mmpp_516,2018-03-01,2018-03-31,71115.0,0.0,0,71115.0,KG,0,6787.26,"              6.787,26-",0,EUR,,31
11113,3,mmpp_517,2018-03-01,2018-03-31,2455.0,2092.563,"             2.430,632",2116.931,KG,"             37.651,84",7399.34,"              5.663,36-","             35.915,86",EUR,,31
11114,3,mmpp_518,2018-03-01,2018-03-31,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,31
11115,3,mmpp_1,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,"             12.064,00",0.0,0,"             12.064,00",EUR,,30
11116,2250,mmpp_2,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,"            115.859,70",0.0,0,"            115.859,70",EUR,,30
11117,2,mmpp_3,2018-04-01,2018-04-30,6511.483,2323.878,"             3.422,978",5412.383,KG,"             35.525,66",6775.07,"              7.976,05-","             36.726,64",EUR,,30
11118,3,mmpp_3,2018-04-01,2018-04-30,20329.0,32751.024,"            24.417,309",28662.715,KG,"            248.434,35",77692.26,"             38.223,71-","            208.965,80",EUR,,30
11119,2250,mmpp_3,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11120,2,mmpp_4,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11121,3,mmpp_4,2018-04-01,2018-04-30,16365.516,15637.681,"            22.778,197",9225.0,KG,"            730.354,99",108606.79,"            127.123,63-","            748.871,83",EUR,,30
11122,3,mmpp_5,2018-04-01,2018-04-30,10158.337,12997.195,"            12.379,143",10776.389,KG,"            196.815,46",40480.67,"             25.900,34-","            182.235,13",EUR,,30
11123,2,mmpp_6,2018-04-01,2018-04-30,13268.2,5724.2,"             8.618,400",10374.0,KG,"             73.375,42",6336.19,"              8.795,98-","             75.835,21",EUR,,30
11124,2,mmpp_7,2018-04-01,2018-04-30,537562.0,1966117.007,"         1.953.720,007",549959.0,KG,"         35.516.400,51",4151238.94,"          2.025.543,47-","         33.390.705,04",EUR,,30
11125,2,mmpp_8,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11126,3,mmpp_8,2018-04-01,2018-04-30,28548.4,0.0,"            10.576,800",17971.6,KG,"             35.920,95",199.0,"              8.507,46-","             44.229,41",EUR,,30
11127,2,mmpp_9,2018-04-01,2018-04-30,12.0,0.0,0,12.0,KG,0,11.86,"                 11,86-",0,EUR,,30
11128,3,mmpp_9,2018-04-01,2018-04-30,57000.0,68584.521,"            48.584,521",77000.0,KG,"          1.202.696,01",188316.11,"             75.931,58-","          1.090.311,48",EUR,,30
11129,2,mmpp_10,2018-04-01,2018-04-30,34537.0,11352.673,"            24.711,673",21178.0,KG,"            253.301,27",18680.09,"             37.772,53-","            272.393,71",EUR,,30
11130,3,mmpp_10,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11131,2,mmpp_11,2018-04-01,2018-04-30,3425.0,561.3,"             1.261,300",2725.0,KG,"              7.004,55",835.82,"              1.642,08-","              7.810,81",EUR,,30
11132,2,mmpp_12,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11133,3,mmpp_12,2018-04-01,2018-04-30,16615.772,0.0,0,16615.772,KG,"             39.792,69",19411.62,"             19.411,62-","             39.792,69",EUR,,30
11134,2,mmpp_13,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11135,3,mmpp_13,2018-04-01,2018-04-30,36519.753,78261.931,"            62.381,365",52400.319,KG,"          1.564.353,13",242593.73,"             97.428,72-","          1.419.188,12",EUR,,30
11136,2,mmpp_14,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11137,2250,mmpp_14,2018-04-01,2018-04-30,151805.0,124880.0,               129.253,147432.0,KG,"            303.314,28",23814.96,"             11.428,69-","            290.928,01",EUR,,30
11138,2,mmpp_15,2018-04-01,2018-04-30,42122.0,46810.38,"            45.084,380",43848.0,KG,"            309.274,69",83943.37,"             77.902,30-","            303.233,62",EUR,,30
11139,3,mmpp_15,2018-04-01,2018-04-30,409127.9,321307.48,"           312.798,480",417636.9,KG,0,580914.62,"            562.458,42-",0,EUR,,30
11140,3,mmpp_16,2018-04-01,2018-04-30,13735.0,12600.0,                 4.247,22088.0,KG,"             38.871,38",3551.23,"                638,76-","             35.958,91",EUR,,30
11141,2,mmpp_17,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11142,3,mmpp_17,2018-04-01,2018-04-30,762385.694,248040.0,"           348.881,461",661544.233,KG,"          1.006.067,92",55001.46,"             65.575,28-","          1.016.641,74",EUR,,30
11143,2250,mmpp_17,2018-04-01,2018-04-30,6405.0,24700.0,                 4.844,26261.0,KG,"             10.760,90",3952.0,"                387,52-","              7.196,42",EUR,,30
11144,3,mmpp_18,2018-04-01,2018-04-30,1307.0,895.0,"             1.080,715",1121.285,KG,"             85.495,42",12524.67,"              7.864,68-","             80.835,43",EUR,,30
11145,2250,mmpp_18,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11146,2,mmpp_19,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11147,3,mmpp_19,2018-04-01,2018-04-30,6384.725,1483.17,"             2.397,170",5470.725,KG,"             24.566,05",10102.21,"             13.950,92-","             28.414,76",EUR,,30
11148,2250,mmpp_19,2018-04-01,2018-04-30,1080.0,0.0,0,1080.0,KG,0,213.29,"                213,29-",0,EUR,,30
11149,3,mmpp_20,2018-04-01,2018-04-30,4300.0,0.0,"               763,300",3536.7,KG,"              7.617,95",50.96,"              1.374,14-","              8.941,13",EUR,,30
11150,3,mmpp_21,2018-04-01,2018-04-30,0.0,38060.36,"            38.060,360",0.0,KG,"          1.004.738,85",169977.91,"            102.636,72-","            937.397,66",EUR,,30
11151,3,mmpp_22,2018-04-01,2018-04-30,4200.0,1200.0,                   500,4900.0,KG,0,5744.14,"              1.194,07-",0,EUR,,30
11152,2,mmpp_23,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11153,2,mmpp_24,2018-04-01,2018-04-30,125.0,0.0,0,125.0,KG,0,0.0,0,0,EUR,,30
11154,3,mmpp_24,2018-04-01,2018-04-30,2722.0,0.0,0,2722.0,KG,0,195.98,"                195,98-",0,EUR,,30
11155,3,mmpp_25,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,"             19.794,39",0.0,0,"             19.794,39",EUR,,30
11156,2250,mmpp_25,2018-04-01,2018-04-30,585.0,520.0,                   520,585.0,KG,"             25.066,87",2170.09,"              1.001,96-","             23.898,74",EUR,,30
11157,3,mmpp_26,2018-04-01,2018-04-30,4824.0,0.0,                   678,4146.0,KG,0,895.01,"              1.959,62-",0,EUR,,30
11158,2,mmpp_27,2018-04-01,2018-04-30,3879.0,2505.533,"             4.075,533",2309.0,KG,"             35.867,87",6911.56,"              8.215,62-","             37.171,93",EUR,,30
11159,2,mmpp_28,2018-04-01,2018-04-30,100.0,0.0,0,100.0,KG,0,17.98,"                 17,98-",0,EUR,,30
11160,3,mmpp_28,2018-04-01,2018-04-30,3580.0,2400.0,                 1.400,4580.0,KG,"            157.559,98",47088.3,"             13.635,56-","            124.107,24",EUR,,30
11161,3,mmpp_29,2018-04-01,2018-04-30,2500.0,0.0,0,2500.0,KG,0,3100.0,"              3.100,00-",0,EUR,,30
11162,2,mmpp_30,2018-04-01,2018-04-30,20.0,0.0,                     2,18.0,KG,"              2.714,40",1056.6,"              1.121,80-","              2.779,60",EUR,,30
11163,3,mmpp_30,2018-04-01,2018-04-30,80.0,0.0,0,80.0,KG,0,28.18,"                 28,18-",0,EUR,,30
11164,2250,mmpp_30,2018-04-01,2018-04-30,8140.0,373.0,                 1.173,7340.0,KG,"             60.127,45",2399.41,"              5.465,08-","             63.193,12",EUR,,30
11165,2,mmpp_31,2018-04-01,2018-04-30,3290.0,12359.993,"            11.169,993",4480.0,KG,"            389.644,92",72997.1,"             41.604,22-","            358.252,04",EUR,,30
11166,3,mmpp_31,2018-04-01,2018-04-30,340.0,3261.8,"             1.920,375",1681.425,KG,"            122.852,50",23473.61,"              7.174,62-","            106.553,51",EUR,,30
11167,2250,mmpp_31,2018-04-01,2018-04-30,2100.0,2041.0,                 1.481,2660.0,KG,"              8.973,11",14994.81,"              5.611,47-",0,EUR,,30
11168,2,mmpp_32,2018-04-01,2018-04-30,5240.0,4425.03,"             6.465,030",3200.0,KG,"            148.156,21",21844.54,"             24.853,91-","            151.165,58",EUR,,30
11169,3,mmpp_32,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11170,9,mmpp_32,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11171,2250,mmpp_32,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11172,3,mmpp_33,2018-04-01,2018-04-30,2940.0,6000.0,                 1.780,7160.0,KG,"             76.453,56",44289.48,"              9.920,83-","             42.084,91",EUR,,30
11173,2,mmpp_34,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11174,3,mmpp_34,2018-04-01,2018-04-30,2585.646,7.0,"               209,646",2383.0,KG,0,170.79,"                794,93-",0,EUR,,30
11175,3,mmpp_35,2018-04-01,2018-04-30,9800.0,0.0,0,9800.0,KG,0,943.3,"                943,30-",0,EUR,,30
11176,3,mmpp_36,2018-04-01,2018-04-30,36796.0,0.0,0,36796.0,KG,0,26.1,"                 26,10-",0,EUR,,30
11177,2,mmpp_37,2018-04-01,2018-04-30,7600.0,0.0,0,7600.0,KG,0,34.26,"                 34,26-",0,EUR,,30
11178,3,mmpp_37,2018-04-01,2018-04-30,13975.0,41965.417,"            34.040,417",21900.0,KG,"            318.568,02",107425.56,"             55.016,09-","            266.158,55",EUR,,30
11179,2,mmpp_38,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11180,3,mmpp_38,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11181,2,mmpp_39,2018-04-01,2018-04-30,1585.0,0.0,0,1585.0,KG,"            154.993,79",0.02,"                  0,02-","            154.993,79",EUR,,30
11182,2,mmpp_40,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,30
11183,2,mmpp_41,2018-04-01,2018-04-30,317.182,4.0,                    13,308.182,UN,"              2.392,16",865.36,"              1.052,72-","              2.579,52",EUR,,30
11184,3,mmpp_41,2018-04-01,2018-04-30,55.0,0.0,                     6,49.0,UN,0,373.27,"                477,98-",0,EUR,,30
11185,2,mmpp_42,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,"              3.277,21",0.0,0,"              3.277,21",EUR,,30
11186,2,mmpp_43,2018-04-01,2018-04-30,337.0,0.0,                    27,310.0,UN,0,2222.72,"              2.621,92-",0,EUR,,30
11187,2,mmpp_44,2018-04-01,2018-04-30,1290.0,3733.504,"             3.290,548",1732.956,UN,"            125.314,46",58273.57,"             39.918,22-","            106.959,11",EUR,,30
11188,3,mmpp_44,2018-04-01,2018-04-30,7.0,0.0,0,7.0,UN,0,7.84,"                  7,84-",0,EUR,,30
11189,2,mmpp_45,2018-04-01,2018-04-30,920.0,2925.538,"             2.771,413",1074.125,UN,"            299.771,83",53486.96,"             33.183,18-","            279.468,05",EUR,,30
11190,3,mmpp_45,2018-04-01,2018-04-30,10.0,0.0,0,10.0,UN,0,0.0,0,0,EUR,,30
11191,2250,mmpp_45,2018-04-01,2018-04-30,394.0,0.0,                    34,360.0,UN,"             41.891,41",29.1,"                433,39-","             42.295,70",EUR,,30
11192,2,mmpp_46,2018-04-01,2018-04-30,40000.0,0.0,                 1.000,39000.0,UN,"                339,85",129.66,"                158,02-","                368,21",EUR,,30
11193,2,mmpp_47,2018-04-01,2018-04-30,2000.0,0.0,0,2000.0,KG,0,3112.0,"              3.112,00-",0,EUR,,30
11194,3,mmpp_47,2018-04-01,2018-04-30,2150.0,0.0,0,2150.0,KG,0,1767.56,"              1.767,56-",0,EUR,,30
11195,2,mmpp_48,2018-04-01,2018-04-30,500.0,0.0,0,500.0,KG,0,148.0,"                148,00-",0,EUR,,30
11196,3,mmpp_48,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11197,2250,mmpp_48,2018-04-01,2018-04-30,1175.0,0.0,0,1175.0,KG,0,47.0,"                 47,00-",0,EUR,,30
11198,2,mmpp_49,2018-04-01,2018-04-30,380.0,0.0,0,380.0,KG,0,2133.2,"              2.133,20-",0,EUR,,30
11199,3,mmpp_49,2018-04-01,2018-04-30,2800.0,0.0,                   500,2300.0,KG,0,4738.0,"              6.703,00-","              1.965,00",EUR,,30
11200,2,mmpp_50,2018-04-01,2018-04-30,1400.0,1420.0,                   320,2500.0,UN,"              4.304,97",10956.22,"              5.277,40-",0,EUR,,30
11201,2,mmpp_51,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,30
11202,3,mmpp_51,2018-04-01,2018-04-30,1424.21,500.0,                   592,1332.21,UN,"             24.295,64",4412.22,"              7.256,28-","             27.139,70",EUR,,30
11203,2250,mmpp_51,2018-04-01,2018-04-30,899.0,0.0,                   500,399.0,UN,"              1.568,98",20.8,"              1.349,23-","              2.897,41",EUR,,30
11204,2,mmpp_52,2018-04-01,2018-04-30,39550.0,12259.552,"            26.809,552",25000.0,UN,"             21.538,85",1361.58,"              2.612,89-","             22.790,16",EUR,,30
11205,2,mmpp_53,2018-04-01,2018-04-30,10000.0,33974.5,"            19.924,500",24050.0,UN,"             16.272,74",10437.03,"              3.779,42-","              9.615,13",EUR,,30
11206,3,mmpp_53,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,30
11207,3,mmpp_54,2018-04-01,2018-04-30,6704.624,7.876,"             1.766,862",4945.638,UN,"                559,62",12.22,"                 80,79-","                628,19",EUR,,30
11208,2,mmpp_55,2018-04-01,2018-04-30,864.0,0.0,                   288,576.0,UN,"              1.723,16",41.86,"                201,85-","              1.883,15",EUR,,30
11209,2,mmpp_56,2018-04-01,2018-04-30,21360.0,37570.276,"            25.110,276",33820.0,KG,"            650.369,78",161479.21,"             65.447,89-","            554.338,46",EUR,,30
11210,3,mmpp_56,2018-04-01,2018-04-30,16815.0,22792.685,"            10.402,685",29205.0,KG,"            306.905,70",112666.2,"             28.985,97-","            223.225,47",EUR,,30
11211,2,mmpp_57,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11212,2250,mmpp_57,2018-04-01,2018-04-30,26600.0,134659.189,"           146.059,189",15200.0,KG,"          3.246.781,12",432784.88,"            232.037,15-","          3.046.033,39",EUR,,30
11213,2,mmpp_58,2018-04-01,2018-04-30,110700.0,0.0,0,110700.0,KG,0,27481.88,"             27.481,88-",0,EUR,,30
11214,2,mmpp_59,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,"              4.917,01",0.0,0,"              4.917,01",EUR,,30
11215,3,mmpp_59,2018-04-01,2018-04-30,218.0,0.0,                     6,212.0,UN,"              1.311,86",8.6,"                 23,66-","              1.326,92",EUR,,30
11216,2,mmpp_60,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,"              3.077,07",0.0,0,"              3.077,07",EUR,,30
11217,3,mmpp_60,2018-04-01,2018-04-30,615.0,0.0,                    15,600.0,UN,"                231,25",353.58,"                398,80-","                276,47",EUR,,30
11218,9,mmpp_60,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,30
11219,2,mmpp_61,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11220,3,mmpp_61,2018-04-01,2018-04-30,7144.335,438.335,"             1.232,523",6350.147,KG,"            529.188,90",19162.26,"             38.591,52-","            548.618,16",EUR,,30
11221,3,mmpp_62,2018-04-01,2018-04-30,8991.95,0.0,"             5.166,600",3825.35,KG,"            317.022,26",362.92,"              6.084,61-","            322.743,95",EUR,,30
11222,2,mmpp_63,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11223,3,mmpp_63,2018-04-01,2018-04-30,3805.04,2731.987,"                13,437",6523.59,KG,"          1.239.467,87",437697.59,"             84.649,04-","            886.419,32",EUR,,30
11224,2,mmpp_64,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11225,3,mmpp_64,2018-04-01,2018-04-30,780.0,810.077,"               991,527",598.55,KG,"            151.088,22",13702.45,"             16.689,71-","            154.075,48",EUR,,30
11226,3,mmpp_65,2018-04-01,2018-04-30,14166.0,0.0,0,14166.0,KG,0,573859.28,"            573.859,28-",0,EUR,,30
11227,3,mmpp_66,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,"          2.268.821,98",0.0,0,"          2.268.821,98",EUR,,30
11228,2,mmpp_67,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11229,3,mmpp_67,2018-04-01,2018-04-30,2054.0,26.323,"                31,223",2049.1,KG,"             76.956,85",1844.78,"              1.932,62-","             77.044,69",EUR,,30
11230,2,mmpp_68,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11231,3,mmpp_68,2018-04-01,2018-04-30,1855.27,383.295,"               709,295",1529.27,KG,"            352.569,31",48027.93,"             73.244,69-","            377.786,07",EUR,,30
11232,2,mmpp_69,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11233,3,mmpp_69,2018-04-01,2018-04-30,4660.0,307.158,"               673,533",4293.625,KG,0,9393.31,"             18.152,85-",0,EUR,,30
11234,2,mmpp_70,2018-04-01,2018-04-30,620.0,137.814,"               217,814",540.0,KG,"              4.441,64",400.2,"                632,29-","              4.673,73",EUR,,30
11235,3,mmpp_70,2018-04-01,2018-04-30,1480.0,3485.611,"             2.225,611",2740.0,KG,"             72.816,02",18460.3,"              9.238,26-","             63.593,98",EUR,,30
11236,2250,mmpp_70,2018-04-01,2018-04-30,2116.8,101.927,"               238,727",1980.0,KG,0,299.66,"                696,64-",0,EUR,,30
11237,2,mmpp_71,2018-04-01,2018-04-30,8975.0,12486.595,"            10.736,595",10725.0,KG,"            688.124,00",97146.18,"             60.873,82-","            651.851,64",EUR,,30
11238,3,mmpp_71,2018-04-01,2018-04-30,6325.0,21873.113,"            17.998,113",10200.0,KG,"          1.770.129,96",225220.37,"             93.285,61-","          1.638.195,20",EUR,,30
11239,2,mmpp_72,2018-04-01,2018-04-30,2975.0,1364.575,"             1.664,575",2675.0,KG,"             33.402,16",7004.81,"              8.537,31-","             34.934,66",EUR,,30
11240,3,mmpp_72,2018-04-01,2018-04-30,2550.0,331.679,"             1.356,679",1525.0,KG,"             75.014,78",1691.75,"              6.919,33-","             80.242,36",EUR,,30
11241,2250,mmpp_72,2018-04-01,2018-04-30,8617.4,5763.09,"             6.508,290",7872.2,KG,"            459.331,11",56931.79,"             33.192,38-","            435.591,70",EUR,,30
11242,2,mmpp_73,2018-04-01,2018-04-30,11900.0,17210.89,"            15.760,890",13350.0,KG,"          1.339.799,35",245865.33,"            151.305,51-","          1.245.239,53",EUR,,30
11243,2,mmpp_74,2018-04-01,2018-04-30,2900.0,4255.584,"             3.955,584",3200.0,KG,"            160.401,98",45792.32,"             24.897,73-","            139.507,39",EUR,,30
11244,3,mmpp_74,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11245,2250,mmpp_74,2018-04-01,2018-04-30,2397.4,0.257,"               344,457",2053.2,KG,"             32.941,76",1.39,"              1.825,66-","             34.766,03",EUR,,30
11246,2,mmpp_75,2018-04-01,2018-04-30,31364.0,0.0,0,31364.0,KG,"            142.587,35",34.2,"                 34,20-","            142.587,35",EUR,,30
11247,3,mmpp_75,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11248,9,mmpp_75,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11249,2,mmpp_76,2018-04-01,2018-04-30,12145.172,0.0,0,12145.172,KG,"            379.476,73",1031.34,"              1.031,34-","            379.476,73",EUR,,30
11250,9,mmpp_76,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11251,2,mmpp_77,2018-04-01,2018-04-30,19158.0,9244.8,"            20.548,800",7854.0,KG,"            875.322,99",126544.07,"            280.089,23-","          1.028.868,15",EUR,,30
11252,9,mmpp_77,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11253,3,mmpp_78,2018-04-01,2018-04-30,4857.901,760.797,"               460,776",5157.922,UN,0,1880.11,"                746,98-",0,EUR,,30
11254,2,mmpp_79,2018-04-01,2018-04-30,172.0,504.0,                    60,616.0,UN,"              4.719,48",2026.08,"                120,60-","              2.814,00",EUR,,30
11255,3,mmpp_79,2018-04-01,2018-04-30,0.0,0.0,0,0.0,UN,0,0.0,0,0,EUR,,30
11256,2,mmpp_80,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11257,3,mmpp_80,2018-04-01,2018-04-30,48591.0,20306.856,"            17.306,856",51591.0,KG,0,323073.5,"            342.086,77-",0,EUR,,30
11258,3,mmpp_81,2018-04-01,2018-04-30,0.0,0.0,0,0.0,KG,0,0.0,0,0,EUR,,30
11259,9,mmpp_81,2018-04-01,2018-04-30,46250.0,149887.5,"           172.587,500",23550.0,KG,"            729.837,05",444357.64,"            399.324,21-","            684.803,62",EUR,,30
11260,2,mmpp_82,2018-04-01,2018-04-30,625.477,414.0,                   445,594.477,UN,"            502.238,25",78747.75,"             48.696,84-","            472.187,34",EUR,,30
11261,3,mmpp_82,2018-04-01,2018-04-30,276.0,0.0,                     2,274.0,UN,"             14.643,63",400.12,"                680,66-","             14.924,17",EUR,,30
