,id_mmpp,Consumo_diario,Plazo de entrega,Stock de seguridad,punto_pedido
695,3_mmpp_292,5834.36206613151,10.0,40000.0,98343.6206613151
696,3_mmpp_295,17.471639177939647,32.0,740.0,1299.0924536940688
697,3_mmpp_296,1957.1031899360785,9.0,48000.0,65613.92870942471
698,3_mmpp_298,87.12282681234825,15.0,0.0,1306.8424021852238
699,3_mmpp_3,861.420495644418,19.0,15000.0,31366.98941724394
700,3_mmpp_300,6.456728447549676,42.0,300.0,571.1825947970864
701,3_mmpp_301,479.2663850775482,15.0,3000.0,10188.995776163223
702,3_mmpp_304,26.79524945245528,42.0,1500.0,2625.4004770031215
703,3_mmpp_306,209.0708906644864,14.0,5000.0,7926.99246930281
704,3_mmpp_307,342.2402943659878,15.0,4100.0,9233.604415489815
705,3_mmpp_308,0.0012591050988553,15.0,0.0,0.0188865764828295
706,3_mmpp_31,54.11191457063575,42.0,2000.0,4272.700411966702
707,3_mmpp_311,88.4833343243645,20.0,5000.0,6769.66668648729
708,3_mmpp_313,5218.94298701997,10.0,0.0,52189.4298701997
709,3_mmpp_320,65.38434078588772,15.0,0.0,980.7651117883157
710,3_mmpp_321,0.1352757544224765,42.0,1.0,6.681581685744013
711,3_mmpp_327,0.676378772112383,120.0,0.0,81.16545265348596
712,3_mmpp_328,1.893860561914672,120.0,0.0,227.26326742976065
713,3_mmpp_329,3.3476612928001583,15.0,160.0,210.21491939200237
714,3_mmpp_33,75.05545715028987,20.0,2000.0,3501.1091430057973
715,3_mmpp_332,43.01116044794609,40.0,3000.0,4720.446417917843
716,3_mmpp_335,57.979882067291015,15.0,13100.0,13969.698231009364
717,3_mmpp_338,5.95213319458897,15.0,880.0,969.2819979188346
718,3_mmpp_339,0.3829344432882414,15.0,100.0,105.74401664932363
719,3_mmpp_34,13.623745005202917,5.0,1400.0,1468.1187250260145
720,3_mmpp_340,53.03883107873743,2.0,0.0,106.07766215747486
721,3_mmpp_343,46.49622714434369,19.0,1000.0,1883.4283157425302
722,3_mmpp_345,4.868093751548486,35.0,180.0,350.383281304197
723,3_mmpp_352,470.2157280536148,21.0,5000.0,14874.53028912591
724,3_mmpp_353,400.5124884668748,21.0,5000.0,13410.76225780437
725,3_mmpp_354,964.1375610995492,21.0,24500.0,44746.88878309053
726,3_mmpp_360,1266.459245292602,21.0,8500.0,35095.64415114465
727,3_mmpp_361,4128.403069112036,21.0,20000.0,106696.46445135276
728,3_mmpp_363,11.024519419255736,30.0,1000.0,1330.7355825776722
729,3_mmpp_364,6.059285119667013,21.0,1000.0,1127.2449875130073
730,3_mmpp_369,18.44522132203557,21.0,3500.0,3887.349647762747
731,3_mmpp_37,825.7510460532184,27.0,12000.0,34295.2782434369
732,3_mmpp_370,1.4559920221990983,21.0,4900.0,4930.575832466181
733,3_mmpp_371,9.869406867845994,21.0,7000.0,7207.257544224766
734,3_mmpp_372,1.5522809573361085,35.0,500.0,554.3298335067637
735,3_mmpp_375,44.89924215846589,42.0,1600.0,3485.7681706555672
736,3_mmpp_382,37.8333344928398,30.0,1600.0,2735.000034785194
737,3_mmpp_384,310.43803577622515,35.0,6000.0,16865.33125216788
738,3_mmpp_385,3.9294732669342447,10.0,150.0,189.29473266934244
739,3_mmpp_386,0.0020811654526534,15.0,0.0,0.031217481789800997
740,3_mmpp_387,0.4981616371834894,2.0,0.0,0.9963232743669788
741,3_mmpp_388,0.0181227193895248,25.0,3.0,3.45306798473812
742,3_mmpp_389,0.0010405827263267,45.0,0.0,0.0468262226847015
743,3_mmpp_392,0.0053490907289034,45.0,0.0,0.240709082800653
744,3_mmpp_394,0.4162330905306972,15.0,0.0,6.243496357960458
745,3_mmpp_395,0.1040582726326743,15.0,0.0,1.5608740894901145
746,3_mmpp_4,577.5630626108716,30.0,10000.0,27326.891878326147
747,3_mmpp_400,20.419810713046925,15.0,0.0,306.2971606957039
748,3_mmpp_401,0.0010405827263267,0.0,0.0,0.0
749,3_mmpp_402,10.426638917793966,15.0,0.0,156.39958376690947
750,3_mmpp_405,9.449160101085178,28.0,0.0,264.576482830385
751,3_mmpp_41,0.0549731529656607,15.0,10.0,10.82459729448491
752,3_mmpp_412,0.3589474158862296,15.0,0.0,5.384211238293444
753,3_mmpp_418,25.14047866805411,15.0,0.0,377.10718002081165
754,3_mmpp_421,14.63753035032952,35.0,7500.0,8012.313562261534
755,3_mmpp_427,0.1203433922996878,56.0,1.0,7.739229968782516
756,3_mmpp_428,4.867265256924831,1.0,0.0,4.867265256924831
757,3_mmpp_432,0.0104058272632674,25.0,700.0,700.2601456815817
758,3_mmpp_435,21.73857787027402,15.0,0.0,326.0786680541103
759,3_mmpp_437,15.438163822407216,40.0,2000.0,2617.5265528962886
760,3_mmpp_443,0.2082726326742976,21.0,0.0,4.37372528616025
761,3_mmpp_445,3.158583172290768,56.0,0.0,176.880657648283
762,3_mmpp_446,27.23948474307517,56.0,0.0,1525.4111456122096
763,3_mmpp_448,17.982888811258114,56.0,1.0,1008.0417734304544
764,3_mmpp_449,0.7604578563995837,21.0,0.0,15.969614984391258
765,3_mmpp_450,9.678147762747138,21.0,0.0,203.24110301768988
766,3_mmpp_451,6.603399236906001,21.0,0.0,138.67138397502603
767,3_mmpp_453,0.9666255165749964,30.0,0.0,28.99876549724989
768,3_mmpp_456,127.24362261533123,56.0,1.0,7126.642866458549
769,3_mmpp_457,51.95808175511619,56.0,0.0,2909.6525782865065
770,3_mmpp_462,22.027959764134582,56.0,0.0,1233.5657467915366
771,3_mmpp_463,2.585848074921956,60.0,0.0,155.15088449531737
772,3_mmpp_465,30.96865764828304,15.0,1.0,465.52986472424556
773,3_mmpp_466,1.5608740894901143,15.0,0.0,23.413111342351716
774,3_mmpp_467,1.0405827263267429,15.0,0.0,15.608740894901143
775,3_mmpp_468,43.98473812001387,15.0,200.0,859.7710718002081
776,3_mmpp_469,1.2382934443288245,15.0,0.0,18.574401664932367
777,3_mmpp_470,0.7724390912244191,21.0,0.0,16.221220915712802
778,3_mmpp_471,5.109920221990982,30.0,1.0,154.29760665972947
779,3_mmpp_476,0.8881720430107527,15.0,0.0,13.32258064516129
780,3_mmpp_477,0.5150537634408602,0.0,0.0,0.0
781,3_mmpp_479,0.1121748178980229,15.0,0.0,1.6826222684703436
782,3_mmpp_48,3.1833159902878947,20.0,600.0,663.6663198057579
783,3_mmpp_480,13.803988900450918,20.0,0.0,276.07977800901836
784,3_mmpp_481,12.258758237946584,15.0,0.0,183.88137356919876
785,3_mmpp_485,41.43756008126456,0.0,0.0,0.0
786,3_mmpp_486,26.27956989247312,15.0,0.0,394.1935483870968
787,3_mmpp_487,2.3419500520291363,30.0,0.0,70.2585015608741
788,3_mmpp_49,7.713319458896982,120.0,0.0,925.5983350676379
789,3_mmpp_495,18.2264821366632,294.0,20000.0,25358.58574817898
790,3_mmpp_5,424.4867483821416,15.0,5000.0,11367.301225732124
791,3_mmpp_505,58274.24328905901,3.0,225000.0,399822.729867177
792,3_mmpp_506,73.1789802289282,14.0,2000.0,3024.505723204995
793,3_mmpp_507,0.5878876170655568,10.0,125.0,130.87887617065556
794,3_mmpp_508,247.21284270105545,15.0,10000.0,13708.192640515832
795,3_mmpp_51,25.27808374461127,19.0,500.0,980.2835911476141
796,3_mmpp_512,9.21262573707943,20.0,1200.0,1384.2525147415886
797,3_mmpp_513,161.7239581264556,21.0,3000.0,6396.203120655568
798,3_mmpp_514,235.2513053639562,30.0,3500.0,10557.539160918685
799,3_mmpp_517,68.46978052375998,15.0,650.0,1677.0467078563997
800,3_mmpp_54,46.94161832416629,25.0,1000.0,2173.5404581041576
801,3_mmpp_56,401.382980875576,28.0,8000.0,19238.72346451613
802,3_mmpp_59,0.9765274267875724,20.0,40.0,59.53054853575145
803,3_mmpp_60,1.587158713641544,25.0,50.0,89.6789678410386
804,3_mmpp_61,42.0092457137902,180.0,7000.0,14561.664228482237
805,3_mmpp_62,430.2138346712254,15.0,22000.0,28453.207520068383
806,3_mmpp_63,73.57810950894405,90.0,3500.0,10122.029855804965
807,3_mmpp_64,31.30275045091918,90.0,1800.0,4617.247540582726
808,3_mmpp_65,13.625737079431149,60.0,0.0,817.5442247658689
809,3_mmpp_66,2.0811654526534857,150.0,0.0,312.17481789802287
810,3_mmpp_67,21.70821479857292,65.0,1100.0,2511.03396190724
811,3_mmpp_68,27.85512457261781,90.0,1200.0,3706.961211535603
812,3_mmpp_69,20.65737894306526,90.0,1080.0,2939.164104875874
813,3_mmpp_70,46.85936780387493,20.0,800.0,1737.1873560774986
814,3_mmpp_71,583.4844184703434,20.0,7000.0,18669.688369406867
815,3_mmpp_72,43.031539026807394,20.0,600.0,1460.630780536148
816,3_mmpp_78,4.386177652247163,20.0,144.0,231.72355304494326
817,3_mmpp_8,161.41168921262573,7.0,5500.0,6629.8818244883805
818,3_mmpp_80,507.4421050493038,35.0,20000.0,37760.47367672563
819,3_mmpp_82,0.7380853277835587,15.0,6.0,17.071279916753383
820,3_mmpp_83,1.075302809573361,25.0,500.0,526.882570239334
821,3_mmpp_84,0.3199975719736386,25.0,200.0,207.99993929934095
822,3_mmpp_85,8.232234155889202,20.0,700.0,864.6446831177841
823,3_mmpp_86,670.3599221644121,10.0,9600.0,16303.599221644121
824,3_mmpp_87,9.787280399881077,42.0,480.0,891.0657767950051
825,3_mmpp_88,297.48926307417867,14.0,270000.0,274164.8496830385
826,3_mmpp_89,57.79591307170111,45.0,500.0,3100.8160882265497
827,3_mmpp_9,3068.1689820103065,28.0,60000.0,145908.7314962886
828,3_mmpp_90,7.53761681779892,75.0,380.0,945.321261334919
829,3_mmpp_93,19.9036974976463,15.0,500.0,798.5554624646945
830,3_mmpp_95,2509.306236464992,15.0,20000.0,57639.59354697488
831,3_mmpp_98,287.69828073187654,45.0,14000.0,26946.422632934446
832,3_mmpp_99,265.3300171101531,10.0,5000.0,7653.300171101531
833,9_mmpp_114,6.782735367424806,90.0,1000.0,1610.4461830682326
834,9_mmpp_228,1869.95626796244,30.0,45000.0,101098.6880388732
835,9_mmpp_239,2081.541862432486,30.0,0.0,62446.25587297459
836,9_mmpp_352,1482.882291447401,30.0,20000.0,64486.46874342203
837,9_mmpp_359,149.19565216788067,21.0,1000.0,4133.108695525494
838,9_mmpp_381,7.380762920568853,35.0,6000.0,6258.32670221991
839,9_mmpp_400,1.686021505376344,15.0,0.0,25.29032258064516
840,9_mmpp_494,5.702150537634409,0.0,0.0,0.0
841,9_mmpp_81,1537.6224604826325,28.0,30000.0,73053.42889351372
842,9_mmpp_95,488.96629014667263,15.0,6000.0,13334.49435220009
