,ÁVal,MMPP,De fecha,A fecha,Stock inicial,Total ctd.entrada mcía.,Total cantidades salida,Stock de cierre,UMB,Valor inicial,  Total valores entrada,   Total valores salida,Valor final,Mon.,Material,días_mes,Consumo_diario,id_mmpp
5949,2,mmpp_14,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_14
5950,2250,mmpp_14,2017-09-01,2017-09-30,156977.0,124360.0,155397.0,125940.0,KG,"            385.829,51",18784.64,"             11.917,36-","            378.962,23",EUR,,30,5179.9,2250_mmpp_14
5951,2,mmpp_15,2017-09-01,2017-09-30,4216.0,25873.537,4920.537,25169.0,KG,"            386.465,63",47622.22,"             10.360,11-","            349.203,52",EUR,,30,164.0179,2_mmpp_15
5952,3,mmpp_15,2017-09-01,2017-09-30,432569.9,395487.653,229715.653,598341.9,KG,0,955979.98,"            695.249,73-",0,EUR,,30,7657.188433333333,3_mmpp_15
5953,3,mmpp_16,2017-09-01,2017-09-30,6955.0,16200.0,10247.0,12908.0,KG,"             51.323,00",4911.33,"              1.832,06-","             48.243,73",EUR,,30,341.56666666666666,3_mmpp_16
5954,2,mmpp_17,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_17
5955,3,mmpp_17,2017-09-01,2017-09-30,574143.136,966200.0,659054.0,881289.136,KG,"          1.362.076,69",158526.59,"             66.360,21-","          1.269.910,31",EUR,,30,21968.466666666667,3_mmpp_17
5956,2250,mmpp_17,2017-09-01,2017-09-30,24019.0,0.0,5261.0,18758.0,KG,"             11.188,58",240.19,"                661,07-","             11.609,46",EUR,,30,175.36666666666667,2250_mmpp_17
5957,3,mmpp_18,2017-09-01,2017-09-30,1897.0,1243.196,1202.196,1938.0,KG,"            116.900,00",23963.82,"             17.814,29-","            110.750,47",EUR,,30,40.0732,3_mmpp_18
5958,2250,mmpp_18,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_18
5959,2,mmpp_19,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_19
5960,3,mmpp_19,2017-09-01,2017-09-30,3923.725,4269.875,1898.875,6294.725,KG,"             69.080,57",36336.06,"              8.955,41-","             41.699,92",EUR,,30,63.295833333333334,3_mmpp_19
5961,2250,mmpp_19,2017-09-01,2017-09-30,540.0,0.0,0.0,540.0,KG,"              4.432,28",25.87,"                 25,87-","              4.432,28",EUR,,30,0.0,2250_mmpp_19
5962,3,mmpp_20,2017-09-01,2017-09-30,3277.35,1200.0,1097.35,3380.0,KG,"             20.999,22",4795.77,"              2.487,55-","             18.691,00",EUR,,30,36.57833333333333,3_mmpp_20
5963,3,mmpp_21,2017-09-01,2017-09-30,0.0,24763.05,24763.0,0.05,KG,"          1.420.286,97",157148.85,"             83.271,06-","          1.346.409,18",EUR,,30,825.4333333333333,3_mmpp_21
5964,3,mmpp_22,2017-09-01,2017-09-30,2100.0,0.0,2100.0,0.0,KG,"             12.440,08",22.84,"              4.675,26-","             17.092,50",EUR,,30,70.0,3_mmpp_22
5965,2,mmpp_23,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_23
5966,2,mmpp_24,2017-09-01,2017-09-30,125.0,0.0,0.0,125.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_24
5967,3,mmpp_24,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,"             18.425,24",0.0,0,"             18.425,24",EUR,,30,0.0,3_mmpp_24
5968,3,mmpp_25,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,"             19.794,39",0.0,0,"             19.794,39",EUR,,30,0.0,3_mmpp_25
5969,2250,mmpp_25,2017-09-01,2017-09-30,779.64,0.0,195.0,584.64,KG,"             31.485,04",1317.72,"              1.348,89-","             31.516,21",EUR,,30,6.5,2250_mmpp_25
5970,3,mmpp_26,2017-09-01,2017-09-30,3924.0,0.0,0.0,3924.0,KG,0,1380.03,"              1.380,03-",0,EUR,,30,0.0,3_mmpp_26
5971,2,mmpp_27,2017-09-01,2017-09-30,4029.0,2526.025,526.025,6029.0,KG,"             43.192,91",12478.59,"              6.058,59-","             36.772,91",EUR,,30,17.534166666666668,2_mmpp_27
5972,2,mmpp_28,2017-09-01,2017-09-30,100.0,0.0,0.0,100.0,KG,0,729.03,"                729,03-",0,EUR,,30,0.0,2_mmpp_28
5973,3,mmpp_28,2017-09-01,2017-09-30,620.0,3000.0,2780.0,840.0,KG,"            363.704,91",57665.73,"             27.739,77-","            333.778,95",EUR,,30,92.66666666666667,3_mmpp_28
5974,3,mmpp_29,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,"              2.775,00",0.0,0,"              2.775,00",EUR,,30,0.0,3_mmpp_29
5975,2,mmpp_30,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,"              4.018,40",0.0,0,"              4.018,40",EUR,,30,0.0,2_mmpp_30
5976,3,mmpp_30,2017-09-01,2017-09-30,80.0,0.0,0.0,80.0,KG,0,255.87,"                255,87-",0,EUR,,30,0.0,3_mmpp_30
5977,2250,mmpp_30,2017-09-01,2017-09-30,4400.0,0.0,0.0,4400.0,KG,"            128.475,42",408.43,"                408,43-","            128.475,42",EUR,,30,0.0,2250_mmpp_30
5978,2,mmpp_31,2017-09-01,2017-09-30,6320.0,13438.75,9458.75,10300.0,KG,"            499.104,36",87909.79,"             47.100,22-","            458.294,79",EUR,,30,315.2916666666667,2_mmpp_31
5979,3,mmpp_31,2017-09-01,2017-09-30,3620.0,1313.91,1193.91,3740.0,KG,"            128.119,53",9450.62,"              4.409,14-","            123.078,05",EUR,,30,39.797000000000004,3_mmpp_31
5980,2250,mmpp_31,2017-09-01,2017-09-30,2050.0,0.0,0.0,2050.0,KG,"             16.877,43",217.43,"                117,43-","             16.777,43",EUR,,30,0.0,2250_mmpp_31
5981,2,mmpp_32,2017-09-01,2017-09-30,7340.0,10449.516,5249.516,12540.0,KG,"            187.049,58",63583.22,"             18.659,51-","            142.125,87",EUR,,30,174.98386666666664,2_mmpp_32
5982,3,mmpp_32,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_32
5983,9,mmpp_32,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,9_mmpp_32
5984,2250,mmpp_32,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_32
5985,3,mmpp_33,2017-09-01,2017-09-30,3680.0,951.29,1951.29,2680.0,KG,"             94.579,07",5595.48,"              8.792,47-","             97.776,06",EUR,,30,65.04299999999999,3_mmpp_33
5986,2,mmpp_34,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_34
5987,3,mmpp_34,2017-09-01,2017-09-30,4525.0,177.8,477.8,4225.0,KG,0,1097.73,"              2.021,74-",0,EUR,,30,15.926666666666668,3_mmpp_34
5988,3,mmpp_35,2017-09-01,2017-09-30,4900.0,0.0,0.0,4900.0,KG,0,729.63,"                729,63-",0,EUR,,30,0.0,3_mmpp_35
5989,3,mmpp_36,2017-09-01,2017-09-30,12296.0,0.0,0.0,12296.0,KG,"              3.123,70",2823.51,"              2.823,51-","              3.123,70",EUR,,30,0.0,3_mmpp_36
5990,2,mmpp_37,2017-09-01,2017-09-30,7630.0,0.0,0.0,7630.0,KG,0,2237.4,"              2.237,40-",0,EUR,,30,0.0,2_mmpp_37
5991,3,mmpp_37,2017-09-01,2017-09-30,12925.0,21064.667,16889.667,17100.0,KG,"            460.495,61",57683.93,"             31.026,68-","            433.838,36",EUR,,30,562.9889000000001,3_mmpp_37
5992,2,mmpp_38,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_38
5993,3,mmpp_38,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_38
5994,2,mmpp_39,2017-09-01,2017-09-30,4970.0,2780.225,3918.225,3832.0,KG,"            139.115,58",61074.34,"             66.522,98-","            144.564,22",EUR,,30,130.6075,2_mmpp_39
5995,2,mmpp_40,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_40
5996,2,mmpp_41,2017-09-01,2017-09-30,291.182,242.0,89.0,444.182,UN,"             11.631,33",13681.48,"              4.719,09-","              2.668,94",EUR,,30,2.966666666666667,2_mmpp_41
5997,3,mmpp_41,2017-09-01,2017-09-30,66.0,0.0,0.0,66.0,UN,0,53.61,"                 53,61-",0,EUR,,30,0.0,3_mmpp_41
5998,2,mmpp_42,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,"              3.277,21",0.0,0,"              3.277,21",EUR,,30,0.0,2_mmpp_42
5999,2,mmpp_43,2017-09-01,2017-09-30,402.0,0.0,0.0,402.0,UN,0,4323.57,"              4.323,57-",0,EUR,,30,0.0,2_mmpp_43
6000,2,mmpp_44,2017-09-01,2017-09-30,1577.0,2767.974,2250.974,2094.0,UN,"            162.845,57",43784.25,"             25.360,80-","            144.422,12",EUR,,30,75.03246666666668,2_mmpp_44
6001,3,mmpp_44,2017-09-01,2017-09-30,7.0,0.0,0.0,7.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_44
6002,2,mmpp_45,2017-09-01,2017-09-30,1690.0,1884.32,3254.32,320.0,UN,"            380.368,36",34768.83,"             44.530,98-","            390.130,51",EUR,,30,108.47733333333333,2_mmpp_45
6003,3,mmpp_45,2017-09-01,2017-09-30,10.0,0.0,0.0,10.0,UN,0,22.5,"                 22,50-",0,EUR,,30,0.0,3_mmpp_45
6004,2250,mmpp_45,2017-09-01,2017-09-30,725.0,540.0,269.0,996.0,UN,"             57.354,15",14082.25,"              4.778,88-","             48.050,78",EUR,,30,8.966666666666667,2250_mmpp_45
6005,2,mmpp_46,2017-09-01,2017-09-30,51000.0,0.0,2000.0,49000.0,UN,"                 27,90",251.1,"                307,82-","                 84,62",EUR,,30,66.66666666666667,2_mmpp_46
6006,2,mmpp_47,2017-09-01,2017-09-30,2000.0,0.0,0.0,2000.0,KG,0,4668.0,"              4.668,00-",0,EUR,,30,0.0,2_mmpp_47
6007,3,mmpp_47,2017-09-01,2017-09-30,2150.0,0.0,0.0,2150.0,KG,0,2651.34,"              2.651,34-",0,EUR,,30,0.0,3_mmpp_47
6008,2,mmpp_48,2017-09-01,2017-09-30,500.0,0.0,0.0,500.0,KG,0,222.0,"                222,00-",0,EUR,,30,0.0,2_mmpp_48
6009,3,mmpp_48,2017-09-01,2017-09-30,1775.0,0.0,1775.0,0.0,KG,0,1253.04,"              6.973,81-",0,EUR,,30,59.166666666666664,3_mmpp_48
6010,2250,mmpp_48,2017-09-01,2017-09-30,1175.0,0.0,0.0,1175.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_48
6011,2,mmpp_49,2017-09-01,2017-09-30,380.0,0.0,0.0,380.0,KG,0,3199.8,"              3.199,80-",0,EUR,,30,0.0,2_mmpp_49
6012,3,mmpp_49,2017-09-01,2017-09-30,2125.0,0.0,2125.0,0.0,KG,"             26.719,85",386.8,"              6.678,95-","             33.012,00",EUR,,30,70.83333333333333,3_mmpp_49
6013,2,mmpp_50,2017-09-01,2017-09-30,3800.0,0.0,850.0,2950.0,UN,0,13491.46,"             15.428,44-","                772,80",EUR,,30,28.333333333333332,2_mmpp_50
6014,2,mmpp_51,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_51
6015,3,mmpp_51,2017-09-01,2017-09-30,1300.0,1892.042,675.712,2516.33,UN,"             36.680,68",11440.89,"              2.759,62-","             27.999,41",EUR,,30,22.523733333333332,3_mmpp_51
6016,2250,mmpp_51,2017-09-01,2017-09-30,244.0,0.0,22.0,222.0,UN,"              5.953,14",57.18,"                116,04-","              6.012,00",EUR,,30,0.7333333333333333,2250_mmpp_51
6017,2,mmpp_52,2017-09-01,2017-09-30,21810.0,47501.9,37767.9,31544.0,UN,"             34.466,79",6793.02,"              3.699,82-","             31.373,59",EUR,,30,1258.93,2_mmpp_52
6018,2,mmpp_53,2017-09-01,2017-09-30,43550.0,21060.4,34860.4,29750.0,UN,"             10.288,64",4004.48,"              6.465,90-","             12.750,06",EUR,,30,1162.0133333333333,2_mmpp_53
6019,3,mmpp_53,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_53
6020,3,mmpp_54,2017-09-01,2017-09-30,6810.904,25.841,3072.08,3764.665,UN,"                972,14",31.75,"                149,01-","              1.089,40",EUR,,30,102.40266666666666,3_mmpp_54
6021,2,mmpp_55,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,"              3.317,65",0.0,0,"              3.317,65",EUR,,30,0.0,2_mmpp_55
6022,2,mmpp_56,2017-09-01,2017-09-30,21580.0,50070.593,43170.593,28480.0,KG,"            893.912,50",186719.15,"            111.884,59-","            819.077,94",EUR,,30,1439.0197666666668,2_mmpp_56
6023,3,mmpp_56,2017-09-01,2017-09-30,29205.0,344.48,12928.312,16621.168,KG,"            376.588,46",3154.3,"             35.421,51-","            408.855,67",EUR,,30,430.94373333333334,3_mmpp_56
6024,2,mmpp_57,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_57
6025,2250,mmpp_57,2017-09-01,2017-09-30,48200.0,123986.744,128686.744,43500.0,KG,"          4.515.541,05",373926.47,"            199.990,04-","          4.341.604,62",EUR,,30,4289.558133333334,2250_mmpp_57
6026,2,mmpp_58,2017-09-01,2017-09-30,110700.0,0.0,0.0,110700.0,KG,0,21296.82,"             21.296,82-",0,EUR,,30,0.0,2_mmpp_58
6027,2,mmpp_59,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,"              4.917,01",0.0,0,"              4.917,01",EUR,,30,0.0,2_mmpp_59
6028,3,mmpp_59,2017-09-01,2017-09-30,593.0,0.0,80.0,513.0,UN,"                370,61",0.0,"                200,80-","                571,41",EUR,,30,2.6666666666666665,3_mmpp_59
6029,2,mmpp_60,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,"              3.077,07",0.0,0,"              3.077,07",EUR,,30,0.0,2_mmpp_60
6030,3,mmpp_60,2017-09-01,2017-09-30,429.0,0.0,0.0,429.0,UN,"              3.045,08",153.18,"                153,18-","              3.045,08",EUR,,30,0.0,3_mmpp_60
6031,9,mmpp_60,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,9_mmpp_60
6032,2,mmpp_61,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_61
6033,3,mmpp_61,2017-09-01,2017-09-30,4762.572,3650.093,951.207,7461.458,KG,"            743.678,36",203979.13,"             51.293,71-","            590.992,94",EUR,,30,31.7069,3_mmpp_61
6034,3,mmpp_62,2017-09-01,2017-09-30,11526.2,22120.0,14664.4,18981.8,KG,"            418.503,60",47081.27,"             16.174,77-","            387.597,10",EUR,,30,488.81333333333333,3_mmpp_62
6035,2,mmpp_63,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_63
6036,3,mmpp_63,2017-09-01,2017-09-30,2624.0,3203.65,1983.65,3844.0,KG,"          1.854.523,05",353430.94,"            149.204,29-","          1.650.296,40",EUR,,30,66.12166666666667,3_mmpp_63
6037,2,mmpp_64,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_64
6038,3,mmpp_64,2017-09-01,2017-09-30,1280.0,2.274,2.274,1280.0,KG,"            193.426,60",2717.03,"              2.717,03-","            193.426,60",EUR,,30,0.0758,3_mmpp_64
6039,3,mmpp_65,2017-09-01,2017-09-30,1056.0,0.0,0.0,1056.0,KG,"            602.831,44",70646.4,"             70.646,40-","            602.831,44",EUR,,30,0.0,3_mmpp_65
6040,3,mmpp_66,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,"          2.268.821,98",0.0,0,"          2.268.821,98",EUR,,30,0.0,3_mmpp_66
6041,2,mmpp_67,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_67
6042,3,mmpp_67,2017-09-01,2017-09-30,4240.0,1780.137,2400.137,3620.0,KG,"             37.767,23",34364.94,"             45.480,04-","             48.882,33",EUR,,30,80.00456666666668,3_mmpp_67
6043,2,mmpp_68,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_68
6044,3,mmpp_68,2017-09-01,2017-09-30,634.2,2087.881,1729.281,992.8,KG,"            747.947,62",235926.49,"            142.554,57-","            654.575,70",EUR,,30,57.6427,3_mmpp_68
6045,2,mmpp_69,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_69
6046,3,mmpp_69,2017-09-01,2017-09-30,3000.0,113.519,113.519,3000.0,KG,"             25.359,19",4032.64,"              4.032,65-","             25.359,20",EUR,,30,3.7839666666666667,3_mmpp_69
6047,2,mmpp_70,2017-09-01,2017-09-30,900.0,334.37,494.37,740.0,KG,"              6.412,68",1057.08,"              1.521,31-","              6.876,91",EUR,,30,16.479,2_mmpp_70
6048,3,mmpp_70,2017-09-01,2017-09-30,2480.085,1139.29,1317.104,2302.271,KG,"             94.971,79",6345.32,"              4.076,90-","             92.703,37",EUR,,30,43.90346666666667,3_mmpp_70
6049,2250,mmpp_70,2017-09-01,2017-09-30,2052.5,74.944,247.744,1879.7,KG,"              3.396,51",269.75,"                771,81-","              3.898,57",EUR,,30,8.258133333333333,2250_mmpp_70
6050,2,mmpp_71,2017-09-01,2017-09-30,9300.0,18534.913,19684.913,8150.0,KG,"            900.759,55",126705.31,"            104.699,89-","            878.754,13",EUR,,30,656.1637666666667,2_mmpp_71
6051,3,mmpp_71,2017-09-01,2017-09-30,22944.105,14400.0,30744.105,6600.0,KG,"          2.227.356,55",154177.95,"            164.248,40-","          2.237.427,00",EUR,,30,1024.8035,3_mmpp_71
6052,2,mmpp_72,2017-09-01,2017-09-30,4300.0,2058.652,2458.652,3900.0,KG,"             35.782,54",15682.28,"             17.728,49-","             37.828,75",EUR,,30,81.95506666666667,2_mmpp_72
6053,3,mmpp_72,2017-09-01,2017-09-30,2299.438,293.8,1397.748,1195.49,KG,"            113.009,71",4078.24,"              9.709,90-","            118.641,37",EUR,,30,46.5916,3_mmpp_72
6054,2250,mmpp_72,2017-09-01,2017-09-30,9294.3,5705.27,5711.79,9287.78,KG,"            676.195,64",62033.28,"             34.527,76-","            648.690,12",EUR,,30,190.393,2250_mmpp_72
6055,2,mmpp_73,2017-09-01,2017-09-30,15724.999,25110.526,25985.525,14850.0,KG,"          1.867.543,76",344783.53,"            272.549,71-","          1.795.309,94",EUR,,30,866.1841666666667,2_mmpp_73
6056,2,mmpp_74,2017-09-01,2017-09-30,2300.0,4888.323,5348.323,1840.0,KG,"            246.652,25",33992.59,"             28.144,38-","            240.804,04",EUR,,30,178.27743333333333,2_mmpp_74
6057,3,mmpp_74,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_74
6058,2250,mmpp_74,2017-09-01,2017-09-30,1685.0,11.38,332.88,1363.5,KG,"             57.069,40",161.95,"              1.865,92-","             58.773,37",EUR,,30,11.096,2250_mmpp_74
6059,2,mmpp_75,2017-09-01,2017-09-30,56485.0,38332.5,32067.5,62750.0,KG,"            183.610,30",57704.07,"             30.604,64-","            156.510,87",EUR,,30,1068.9166666666667,2_mmpp_75
6060,3,mmpp_75,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_75
6061,9,mmpp_75,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,9_mmpp_75
6062,2,mmpp_76,2017-09-01,2017-09-30,3985.172,0.0,0.0,3985.172,KG,"            546.430,34",19317.9,"             19.317,90-","            546.430,34",EUR,,30,0.0,2_mmpp_76
6063,9,mmpp_76,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,9_mmpp_76
6064,2,mmpp_77,2017-09-01,2017-09-30,30240.0,13643.5,20631.5,23252.0,KG,"          1.139.823,43",218013.96,"            312.133,36-","          1.233.942,83",EUR,,30,687.7166666666667,2_mmpp_77
6065,9,mmpp_77,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,9_mmpp_77
6066,3,mmpp_78,2017-09-01,2017-09-30,3976.901,42.0,56.0,3962.901,UN,"                422,46",208.33,"                223,67-","                437,80",EUR,,30,1.8666666666666667,3_mmpp_78
6067,2,mmpp_79,2017-09-01,2017-09-30,468.0,0.0,103.0,365.0,UN,"              5.137,56",0.0,"                207,03-","              5.344,59",EUR,,30,3.433333333333333,2_mmpp_79
6068,3,mmpp_79,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_79
6069,2,mmpp_80,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_80
6070,3,mmpp_80,2017-09-01,2017-09-30,47004.0,0.0,0.0,47004.0,KG,0,230600.52,"            230.600,52-",0,EUR,,30,0.0,3_mmpp_80
6071,3,mmpp_81,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_81
6072,9,mmpp_81,2017-09-01,2017-09-30,87750.0,0.0,0.0,87750.0,KG,"            890.811,44",15924.1,"              5.469,70-","            880.357,04",EUR,,30,0.0,9_mmpp_81
6073,2,mmpp_82,2017-09-01,2017-09-30,172.217,80.0,99.0,153.217,UN,"            784.615,97",17082.89,"             13.549,32-","            781.082,40",EUR,,30,3.3,2_mmpp_82
6074,3,mmpp_82,2017-09-01,2017-09-30,63.0,0.0,8.0,55.0,UN,"             68.383,74",597.76,"              1.433,78-","             69.219,76",EUR,,30,0.26666666666666666,3_mmpp_82
6075,2,mmpp_83,2017-09-01,2017-09-30,4100.0,0.0,0.0,4100.0,KG,"             71.484,80",1155.6,"              1.155,60-","             71.484,80",EUR,,30,0.0,2_mmpp_83
6076,3,mmpp_83,2017-09-01,2017-09-30,1475.0,0.0,0.0,1475.0,KG,0,795.09,"                795,09-",0,EUR,,30,0.0,3_mmpp_83
6077,2250,mmpp_83,2017-09-01,2017-09-30,5000.0,288.283,1584.003,3704.28,KG,"            116.889,60",1467.72,"              6.521,63-","            121.943,51",EUR,,30,52.8001,2250_mmpp_83
6078,2,mmpp_84,2017-09-01,2017-09-30,8247.575,600.4,1085.4,7762.575,KG,"             28.468,71",4758.54,"              5.971,77-","             29.681,94",EUR,,30,36.18,2_mmpp_84
6079,3,mmpp_84,2017-09-01,2017-09-30,2960.0,0.0,0.0,2960.0,KG,0,610.95,"                610,95-",0,EUR,,30,0.0,3_mmpp_84
6080,2,mmpp_85,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_85
6081,3,mmpp_85,2017-09-01,2017-09-30,1500.0,0.0,475.0,1025.0,KG,"              7.189,56",1215.0,"              1.865,75-","              7.840,31",EUR,,30,15.833333333333334,3_mmpp_85
6082,2250,mmpp_85,2017-09-01,2017-09-30,5670.0,2386.483,2796.483,5260.0,KG,"            177.799,61",7266.29,"              5.549,54-","            176.082,86",EUR,,30,93.21610000000001,2250_mmpp_85
6083,2,mmpp_86,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_86
6084,3,mmpp_86,2017-09-01,2017-09-30,56890.0,271.945,18874.945,38287.0,KG,"            259.375,42",3465.05,"             16.144,98-","            272.055,35",EUR,,30,629.1648333333334,3_mmpp_86
6085,2,mmpp_87,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_87
6086,3,mmpp_87,2017-09-01,2017-09-30,540.0,360.609,600.609,300.0,KG,"             80.158,33",26016.57,"             41.754,47-","             95.896,23",EUR,,30,20.020300000000002,3_mmpp_87
6087,2,mmpp_88,2017-09-01,2017-09-30,47653.0,4418.222,8481.222,43590.0,KG,"             71.355,11",7692.57,"             11.369,35-","             75.031,89",EUR,,30,282.7074,2_mmpp_88
6088,3,mmpp_88,2017-09-01,2017-09-30,285791.0,51585.638,6081.638,331295.0,KG,0,97924.42,"              6.311,79-",0,EUR,,30,202.72126666666665,3_mmpp_88
6089,2250,mmpp_88,2017-09-01,2017-09-30,67204.541,0.0,4535.0,62669.541,KG,"             55.505,69",506.98,"              4.690,32-","             59.689,03",EUR,,30,151.16666666666666,2250_mmpp_88
6090,2,mmpp_89,2017-09-01,2017-09-30,3077.0,2156.325,2754.325,2479.0,KG,"             94.440,82",19913.55,"             25.030,08-","             99.557,35",EUR,,30,91.81083333333332,2_mmpp_89
6091,3,mmpp_89,2017-09-01,2017-09-30,2161.0,1072.024,1147.024,2086.0,KG,"            156.501,17",15637.79,"              9.906,07-","            150.769,45",EUR,,30,38.23413333333333,3_mmpp_89
6092,2,mmpp_90,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_90
6093,3,mmpp_90,2017-09-01,2017-09-30,833.0,111.408,259.408,685.0,KG,"             21.044,23",5611.0,"              9.994,04-","             25.427,27",EUR,,30,8.646933333333333,3_mmpp_90
6094,2,mmpp_91,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_91
6095,3,mmpp_91,2017-09-01,2017-09-30,0.116,0.0,0.0,0.116,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_91
6096,2,mmpp_92,2017-09-01,2017-09-30,180.0,7.4,7.4,180.0,KG,"             16.435,33",199.61,"                199,61-","             16.435,33",EUR,,30,0.24666666666666667,2_mmpp_92
6097,2,mmpp_93,2017-09-01,2017-09-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_93
6098,3,mmpp_93,2017-09-01,2017-09-30,1400.0,372.794,797.084,975.71,KG,"             41.082,02",2188.3,"              4.678,85-","             43.572,57",EUR,,30,26.569466666666663,3_mmpp_93
6099,2,mmpp_94,2017-09-01,2017-09-30,3842.0,46.865,690.865,3198.0,KG,"              9.291,03",3444.18,"              4.596,68-","             10.443,53",EUR,,30,23.028833333333335,2_mmpp_94
6100,3,mmpp_95,2017-09-01,2017-09-30,23979.148,88646.184,82799.439,29825.893,KG,"          1.451.908,77",229387.56,"            139.812,05-","          1.362.333,26",EUR,,30,2759.9813,3_mmpp_95
6101,9,mmpp_95,2017-09-01,2017-09-30,7182.0,19815.094,9738.094,17259.0,KG,"            243.963,67",52786.31,"             16.959,02-","            208.136,38",EUR,,30,324.6031333333333,9_mmpp_95
