,ÁVal,MMPP,De fecha,A fecha,Stock inicial,Total ctd.entrada mcía.,Total cantidades salida,Stock de cierre,UMB,Valor inicial,  Total valores entrada,   Total valores salida,Valor final,Mon.,Material,días_mes,Consumo_diario,id_mmpp
11536,2,mmpp_260,2018-04-01,2018-04-30,100.0,400.0,0.0,500.0,KG,"             16.904,28",17411.44,"              2.291,44-","              1.784,28",EUR,,30,0.0,2_mmpp_260
11537,2,mmpp_261,2018-04-01,2018-04-30,860.0,0.0,0.0,860.0,KG,"             77.529,32",0.0,0,"             77.529,32",EUR,,30,0.0,2_mmpp_261
11538,3,mmpp_262,2018-04-01,2018-04-30,12690.0,10964.178,20924.178,2730.0,KG,0,95339.37,"            182.404,01-",0,EUR,,30,697.4725999999999,3_mmpp_262
11539,3,mmpp_263,2018-04-01,2018-04-30,12203.0,162.6,162.6,12203.0,KG,0,44115.36,"             44.115,37-",0,EUR,,30,5.42,3_mmpp_263
11540,2,mmpp_264,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_264
11541,3,mmpp_264,2018-04-01,2018-04-30,3720.0,123.36,123.36,3720.0,KG,"             12.702,01",844.83,"                844,82-","             12.702,00",EUR,,30,4.112,3_mmpp_264
11542,2,mmpp_265,2018-04-01,2018-04-30,1100.0,0.0,0.0,1100.0,KG,0,30910.0,"             30.910,00-",0,EUR,,30,0.0,2_mmpp_265
11543,2,mmpp_266,2018-04-01,2018-04-30,2360.0,1700.754,2935.754,1125.0,KG,"            105.949,14",14167.66,"             24.032,42-","            115.813,90",EUR,,30,97.85846666666666,2_mmpp_266
11544,3,mmpp_266,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_266
11545,2,mmpp_267,2018-04-01,2018-04-30,1199.0,1833.812,1933.812,1099.0,KG,"             85.169,95",16842.67,"             12.010,72-","             80.338,00",EUR,,30,64.46039999999999,2_mmpp_267
11546,3,mmpp_268,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_268
11547,3,mmpp_269,2018-04-01,2018-04-30,99.22,70.917,57.133,113.004,KG,"          1.241.245,67",801816.58,"            379.696,13-","            819.125,22",EUR,,30,1.9044333333333334,3_mmpp_269
11548,3,mmpp_270,2018-04-01,2018-04-30,3662.478,5644.488,5644.488,3662.478,KG,"          2.075.493,88",1837768.54,"            434.416,69-","            672.142,03",EUR,,30,188.14960000000002,3_mmpp_270
11549,2,mmpp_271,2018-04-01,2018-04-30,1100.0,0.0,0.0,1100.0,KG,0,4466.0,"              4.466,00-",0,EUR,,30,0.0,2_mmpp_271
11550,2,mmpp_272,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_272
11551,3,mmpp_272,2018-04-01,2018-04-30,18750.0,0.0,0.0,18750.0,KG,"              4.762,50",37.5,"                 37,50-","              4.762,50",EUR,,30,0.0,3_mmpp_272
11552,3,mmpp_273,2018-04-01,2018-04-30,16000.0,22885.524,12492.524,26393.0,KG,0,241204.86,"            244.292,18-",0,EUR,,30,416.41746666666666,3_mmpp_273
11553,3,mmpp_274,2018-04-01,2018-04-30,14020.0,28854.884,19394.884,23480.0,KG,"            203.458,65",96331.16,"             80.045,86-","            187.173,35",EUR,,30,646.4961333333333,3_mmpp_274
11554,3,mmpp_275,2018-04-01,2018-04-30,7797.0,7545.09,15142.09,200.0,KG,0,33426.83,"             67.121,21-",0,EUR,,30,504.73633333333333,3_mmpp_275
11555,3,mmpp_276,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_276
11556,3,mmpp_277,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"              3.384,30",0.0,0,"              3.384,30",EUR,,30,0.0,3_mmpp_277
11557,2250,mmpp_277,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"              4.236,03",0.0,0,"              4.236,03",EUR,,30,0.0,2250_mmpp_277
11558,3,mmpp_278,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_278
11559,3,mmpp_279,2018-04-01,2018-04-30,6210.0,0.0,5175.0,1035.0,KG,0,50782.0,"            126.337,00-","             15.359,40",EUR,,30,172.5,3_mmpp_279
11560,3,mmpp_280,2018-04-01,2018-04-30,200.1,0.0,0.0,200.1,KG,"            178.542,55",162633.3,"            162.633,30-","            178.542,55",EUR,,30,0.0,3_mmpp_280
11561,2250,mmpp_281,2018-04-01,2018-04-30,0.0,275.0,0.0,275.0,KG,"              1.091,75",2183.5,0,0,EUR,,30,0.0,2250_mmpp_281
11562,2,mmpp_282,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"            682.285,80",0.0,0,"            682.285,80",EUR,,30,0.0,2_mmpp_282
11563,2250,mmpp_283,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"             25.760,00",0.0,0,"             25.760,00",EUR,,30,0.0,2250_mmpp_283
11564,3,mmpp_284,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_284
11565,2,mmpp_285,2018-04-01,2018-04-30,1150.0,745.731,1195.731,700.0,KG,"            105.844,97",5891.34,"              9.446,36-","            109.399,99",EUR,,30,39.8577,2_mmpp_285
11566,3,mmpp_285,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_285
11567,3,mmpp_286,2018-04-01,2018-04-30,14000.0,0.0,0.0,14000.0,L,0,8960.0,"              8.960,00-",0,EUR,,30,0.0,3_mmpp_286
11568,3,mmpp_287,2018-04-01,2018-04-30,8300.0,0.0,0.0,8300.0,L,0,5155.38,"              5.155,38-",0,EUR,,30,0.0,3_mmpp_287
11569,2,mmpp_288,2018-04-01,2018-04-30,983.915,0.0,0.0,983.915,LT,"              3.390,42",852.2,"                852,20-","              3.390,42",EUR,,30,0.0,2_mmpp_288
11570,2,mmpp_289,2018-04-01,2018-04-30,3441.0,1094.744,2244.744,2291.0,KG,"            143.141,30",14215.47,"             20.163,95-","            149.089,78",EUR,,30,74.82480000000001,2_mmpp_289
11571,3,mmpp_289,2018-04-01,2018-04-30,5951.0,5740.0,6705.0,4986.0,KG,"            612.256,52",73264.24,"             31.354,53-","            570.346,81",EUR,,30,223.5,3_mmpp_289
11572,2,mmpp_290,2018-04-01,2018-04-30,1200.0,0.0,0.0,1200.0,KG,0,842.4,"                842,40-",0,EUR,,30,0.0,2_mmpp_290
11573,3,mmpp_290,2018-04-01,2018-04-30,1316.0,0.0,355.0,961.0,KG,"              4.175,02",48.48,"                252,69-","              4.379,23",EUR,,30,11.833333333333334,3_mmpp_290
11574,3,mmpp_291,2018-04-01,2018-04-30,4874.818,537.165,2344.742,3067.241,KG,"             95.588,30",2172.47,"              9.393,21-","            102.809,04",EUR,,30,78.15806666666667,3_mmpp_291
11575,3,mmpp_292,2018-04-01,2018-04-30,61314.786,163305.624,147150.606,77469.804,KG,"          1.134.764,99",132041.73,"             64.401,71-","          1.067.124,97",EUR,,30,4905.0202,3_mmpp_292
11576,2250,mmpp_293,2018-04-01,2018-04-30,0.0,5.35,1.35,4.0,M3,"             89.408,00",303516.2,"            124.700,20-",0,EUR,,30,0.045000000000000005,2250_mmpp_293
11577,2,mmpp_294,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_294
11578,3,mmpp_295,2018-04-01,2018-04-30,3820.0,740.0,1796.0,2764.0,KG,"             40.144,91",10631.14,"             13.697,41-","             43.211,18",EUR,,30,59.86666666666667,3_mmpp_295
11579,2,mmpp_296,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_296
11580,3,mmpp_296,2018-04-01,2018-04-30,48788.0,126848.506,69495.506,106141.0,KG,"          1.080.186,54",323598.29,"            145.306,24-","            901.894,49",EUR,,30,2316.5168666666664,3_mmpp_296
11581,2250,mmpp_296,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_296
11582,2,mmpp_297,2018-04-01,2018-04-30,1699.39,141.428,540.818,1300.0,KG,"              1.517,03",51.02,"                178,06-","              1.644,07",EUR,,30,18.027266666666666,2_mmpp_297
11583,3,mmpp_298,2018-04-01,2018-04-30,16099.235,0.0,2763.628,13335.607,KG,"              1.082,45",9696.86,"             11.337,27-","              2.722,86",EUR,,30,92.12093333333334,3_mmpp_298
11584,2250,mmpp_299,2018-04-01,2018-04-30,129490.725,293487.53,299238.255,123740.0,KG,"          8.818.000,91",798208.49,"            410.903,25-","          8.430.695,67",EUR,,30,9974.6085,2250_mmpp_299
11585,3,mmpp_300,2018-04-01,2018-04-30,885.0,80.55,91.05,874.5,KG,0,1577.04,"              1.705,97-",0,EUR,,30,3.0349999999999997,3_mmpp_300
11586,2,mmpp_301,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"             22.554,00",0.0,0,"             22.554,00",EUR,,30,0.0,2_mmpp_301
11587,3,mmpp_301,2018-04-01,2018-04-30,2724.347,12000.0,10932.347,3792.0,KG,"          1.566.616,30",278884.02,"            155.265,06-","          1.442.997,34",EUR,,30,364.41156666666666,3_mmpp_301
11588,2,mmpp_302,2018-04-01,2018-04-30,2503.0,4377.894,4374.894,2506.0,KG,"            144.752,86",28344.5,"             19.424,61-","            135.832,97",EUR,,30,145.8298,2_mmpp_302
11589,3,mmpp_302,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_302
11590,2250,mmpp_302,2018-04-01,2018-04-30,400.0,1003.0,0.0,1403.0,KG,"             38.303,60",8906.93,"                  0,29-","             29.396,96",EUR,,30,0.0,2250_mmpp_302
11591,2,mmpp_303,2018-04-01,2018-04-30,1420.0,1488.413,468.413,2440.0,KG,"             16.066,25",15150.8,"              2.829,18-","              3.744,63",EUR,,30,15.613766666666667,2_mmpp_303
11592,3,mmpp_303,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_303
11593,2250,mmpp_303,2018-04-01,2018-04-30,640.0,0.0,0.0,640.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_303
11594,3,mmpp_304,2018-04-01,2018-04-30,2850.0,313.605,578.605,2585.0,KG,"             31.835,56",4466.28,"              7.846,58-","             35.215,86",EUR,,30,19.286833333333334,3_mmpp_304
11595,2,mmpp_305,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"                210,00",0.0,0,"                210,00",EUR,,30,0.0,2_mmpp_305
11596,3,mmpp_305,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_305
11597,3,mmpp_306,2018-04-01,2018-04-30,15130.406,1001.671,6242.558,9889.519,KG,"            232.737,56",3095.16,"             19.289,50-","            248.931,90",EUR,,30,208.08526666666666,3_mmpp_306
11598,2,mmpp_307,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_307
11599,3,mmpp_307,2018-04-01,2018-04-30,6280.0,11290.801,10248.459,7322.342,KG,"            672.348,86",148155.53,"             89.705,76-","            613.899,09",EUR,,30,341.61530000000005,3_mmpp_307
11600,3,mmpp_308,2018-04-01,2018-04-30,1.2,0.0,0.0,1.2,M3,0,43792.0,"             43.792,00-",0,EUR,,30,0.0,3_mmpp_308
11601,2250,mmpp_309,2018-04-01,2018-04-30,0.0,48840.0,32523.0,16317.0,KG,"            117.104,80",127335.98,"             15.172,00-","              4.940,82",EUR,,30,1084.1,2250_mmpp_309
11602,2250,mmpp_310,2018-04-01,2018-04-30,2200.0,0.0,0.0,2200.0,M3,0,10.85,"                 10,85-",0,EUR,,30,0.0,2250_mmpp_310
11603,3,mmpp_311,2018-04-01,2018-04-30,6350.04,5201.003,3905.543,7645.5,KG,"             96.264,72",63706.54,"             25.386,06-","             57.944,24",EUR,,30,130.18476666666666,3_mmpp_311
11604,2,mmpp_312,2018-04-01,2018-04-30,675.0,197.87,347.87,525.0,L,"              5.213,99",1334.4,"              2.282,41-","              6.162,00",EUR,,30,11.595666666666666,2_mmpp_312
11605,3,mmpp_313,2018-04-01,2018-04-30,203651.486,220020.0,328187.642,95483.844,KG,"            580.146,75",115052.65,"             86.776,28-","            551.870,38",EUR,,30,10939.588066666667,3_mmpp_313
11606,2250,mmpp_314,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_314
11607,2250,mmpp_315,2018-04-01,2018-04-30,11122.45,0.0,77.5,11044.95,LT,0,2431.76,"              2.786,72-",0,EUR,,30,2.5833333333333335,2250_mmpp_315
11608,2250,mmpp_316,2018-04-01,2018-04-30,10562.849,0.0,70.417,10492.432,LT,0,1801.54,"              2.091,78-",0,EUR,,30,2.3472333333333335,2250_mmpp_316
11609,2250,mmpp_317,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_317
11610,2250,mmpp_318,2018-04-01,2018-04-30,2600.0,0.0,0.0,2600.0,KG,0,838.5,"                838,50-",0,EUR,,30,0.0,2250_mmpp_318
11611,2,mmpp_319,2018-04-01,2018-04-30,1100.0,2653.948,2353.948,1400.0,KG,"            189.405,99",35006.26,"             17.519,01-","            171.918,74",EUR,,30,78.46493333333333,2_mmpp_319
11612,3,mmpp_320,2018-04-01,2018-04-30,8380.468,408.891,2054.192,6735.167,KG,"            153.689,43",4054.99,"             14.749,48-","            164.383,92",EUR,,30,68.47306666666667,3_mmpp_320
11613,3,mmpp_321,2018-04-01,2018-04-30,65.0,0.0,0.0,65.0,KG,"              4.600,60",7854.0,"              7.854,00-","              4.600,60",EUR,,30,0.0,3_mmpp_321
11614,2250,mmpp_322,2018-04-01,2018-04-30,28610.0,2600.0,5200.0,26010.0,KG,"             54.788,32",2696.22,"              2.793,92-","             54.886,02",EUR,,30,173.33333333333334,2250_mmpp_322
11615,2250,mmpp_323,2018-04-01,2018-04-30,600.0,0.0,0.0,600.0,L,"                304,19",2.52,"                  2,52-","                304,19",EUR,,30,0.0,2250_mmpp_323
11616,2250,mmpp_324,2018-04-01,2018-04-30,252.0,0.0,0.0,252.0,KG,"                 25,99",37.01,"                 37,01-","                 25,99",EUR,,30,0.0,2250_mmpp_324
11617,2250,mmpp_325,2018-04-01,2018-04-30,1.0,0.0,0.0,1.0,PC,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_325
11618,2250,mmpp_326,2018-04-01,2018-04-30,3235.0,3000.0,0.0,6235.0,KG,"             18.179,76",13782.94,"                 12,94-","              4.409,76",EUR,,30,0.0,2250_mmpp_326
11619,3,mmpp_327,2018-04-01,2018-04-30,650.0,0.0,0.0,650.0,KG,0,95984.88,"             95.984,88-",0,EUR,,30,0.0,3_mmpp_327
11620,3,mmpp_328,2018-04-01,2018-04-30,1820.0,0.0,0.0,1820.0,KG,0,175806.12,"            175.806,12-",0,EUR,,30,0.0,3_mmpp_328
11621,3,mmpp_329,2018-04-01,2018-04-30,570.0,66.769,96.994,539.775,KG,"             15.669,99",7010.99,"             10.184,61-","             18.843,61",EUR,,30,3.2331333333333334,3_mmpp_329
11622,2,mmpp_330,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_330
11623,3,mmpp_330,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_330
11624,2250,mmpp_330,2018-04-01,2018-04-30,9600.0,0.0,0.0,9600.0,KG,"              8.732,04",33.0,"                 33,00-","              8.732,04",EUR,,30,0.0,2250_mmpp_330
11625,2250,mmpp_331,2018-04-01,2018-04-30,8000.0,0.0,0.0,8000.0,LT,"              4.532,74",10130.8,"             10.130,80-","              4.532,74",EUR,,30,0.0,2250_mmpp_331
11626,3,mmpp_332,2018-04-01,2018-04-30,2985.0,473.996,3008.996,450.0,KG,"            133.745,50",2820.27,"             17.903,53-","            148.828,76",EUR,,30,100.29986666666667,3_mmpp_332
11627,3,mmpp_333,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_333
11628,2,mmpp_334,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"             10.399,68",0.0,0,"             10.399,68",EUR,,30,0.0,2_mmpp_334
11629,2250,mmpp_334,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_334
11630,3,mmpp_335,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"             30.392,00",0.0,0,"             30.392,00",EUR,,30,0.0,3_mmpp_335
11631,2250,mmpp_336,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,LT,"              8.125,00",0.0,0,"              8.125,00",EUR,,30,0.0,2250_mmpp_336
11632,2250,mmpp_337,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,LT,"             17.400,00",0.0,0,"             17.400,00",EUR,,30,0.0,2250_mmpp_337
11633,3,mmpp_338,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"             39.582,40",0.0,0,"             39.582,40",EUR,,30,0.0,3_mmpp_338
11634,3,mmpp_339,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"                804,00",0.0,0,"                804,00",EUR,,30,0.0,3_mmpp_339
11635,2,mmpp_340,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_340
11636,3,mmpp_340,2018-04-01,2018-04-30,493.0,3225.0,2580.0,1138.0,UN,"            265.987,53",50906.17,"             24.630,47-","            239.711,83",EUR,,30,86.0,3_mmpp_340
11637,2,mmpp_341,2018-04-01,2018-04-30,374.0,2269.103,2623.103,20.0,UN,"            181.984,33",29881.58,"             26.614,75-","            178.717,50",EUR,,30,87.43676666666667,2_mmpp_341
11638,2,mmpp_342,2018-04-01,2018-04-30,110.0,0.0,0.0,110.0,UN,"                388,00",358.6,"                358,60-","                388,00",EUR,,30,0.0,2_mmpp_342
11639,2,mmpp_343,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_343
11640,3,mmpp_343,2018-04-01,2018-04-30,1362.74,467.26,984.0,846.0,UN,"            424.405,82",17086.58,"             19.281,02-","            426.600,26",EUR,,30,32.8,3_mmpp_343
11641,3,mmpp_344,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,"                835,00",0.0,0,"                835,00",EUR,,30,0.0,3_mmpp_344
11642,3,mmpp_345,2018-04-01,2018-04-30,810.0,20.0,20.0,810.0,UN,0,835.46,"                835,46-",0,EUR,,30,0.6666666666666666,3_mmpp_345
11643,2250,mmpp_346,2018-04-01,2018-04-30,355.0,0.0,0.0,355.0,UN,0,21.8,"                 21,80-",0,EUR,,30,0.0,2250_mmpp_346
11644,2,mmpp_347,2018-04-01,2018-04-30,1000.0,0.0,0.0,1000.0,UN,0,34980.4,"             34.980,40-",0,EUR,,30,0.0,2_mmpp_347
11645,2,mmpp_348,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_348
11646,2250,mmpp_349,2018-04-01,2018-04-30,119.0,0.0,21.0,98.0,UN,"              7.135,24",45.78,"                513,56-","              7.603,02",EUR,,30,0.7,2250_mmpp_349
11647,2,mmpp_350,2018-04-01,2018-04-30,23940.0,36054.19,36667.19,23327.0,KG,"            576.398,65",91350.73,"             68.953,32-","            554.001,24",EUR,,30,1222.2396666666668,2_mmpp_350
11648,2,mmpp_351,2018-04-01,2018-04-30,4957.0,610.75,916.125,4651.625,KG,0,2045.76,"              2.675,78-",0,EUR,,30,30.5375,2_mmpp_351
11649,3,mmpp_352,2018-04-01,2018-04-30,39018.0,17.625,15188.519,23847.106,KG,"            343.275,40",5513.79,"             36.506,22-","            374.267,83",EUR,,30,506.2839666666667,3_mmpp_352
11650,9,mmpp_352,2018-04-01,2018-04-30,38585.0,49337.05,62122.05,25800.0,KG,"            687.398,78",160058.78,"            159.943,44-","            687.283,44",EUR,,30,2070.735,9_mmpp_352
11651,3,mmpp_353,2018-04-01,2018-04-30,36588.0,0.0,12679.0,23909.0,KG,"            254.638,00",7359.16,"             33.203,42-","            280.482,26",EUR,,30,422.6333333333333,3_mmpp_353
11652,9,mmpp_353,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,9_mmpp_353
11653,3,mmpp_354,2018-04-01,2018-04-30,26249.0,25331.824,4845.824,46735.0,KG,"            261.085,89",81462.78,"             15.334,24-","            194.957,35",EUR,,30,161.52746666666664,3_mmpp_354
11654,2250,mmpp_354,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2250_mmpp_354
11655,2250,mmpp_355,2018-04-01,2018-04-30,18343.874,0.0,7681.342,10662.532,KG,"            233.929,34",1859.24,"             17.288,33-","            249.358,43",EUR,,30,256.04473333333334,2250_mmpp_355
11656,2250,mmpp_356,2018-04-01,2018-04-30,19532.336,18796.0,11831.742,26496.594,KG,"            606.075,37",84104.97,"             30.619,98-","            552.590,38",EUR,,30,394.39140000000003,2250_mmpp_356
11657,2250,mmpp_357,2018-04-01,2018-04-30,31833.598,205.53,17059.761,14979.367,KG,"            815.340,53",5437.77,"             38.011,54-","            847.914,30",EUR,,30,568.6587,2250_mmpp_357
11658,2250,mmpp_358,2018-04-01,2018-04-30,256.024,0.0,217.98,38.044,KG,"             23.810,27",30.44,"                479,72-","             24.259,55",EUR,,30,7.266,2250_mmpp_358
11659,9,mmpp_359,2018-04-01,2018-04-30,2443.0,1957.796,2567.796,1833.0,KG,"             14.133,94",5096.73,"              6.352,77-","             15.389,98",EUR,,30,85.5932,9_mmpp_359
11660,3,mmpp_360,2018-04-01,2018-04-30,51035.341,28059.153,43769.269,35325.225,KG,"            514.394,44",124032.55,"            149.402,25-","            539.764,14",EUR,,30,1458.9756333333332,3_mmpp_360
11661,3,mmpp_361,2018-04-01,2018-04-30,9140.511,163039.802,120943.688,51236.625,KG,"          2.136.245,87",563690.83,"            264.106,73-","          1.836.661,77",EUR,,30,4031.4562666666666,3_mmpp_361
11662,2250,mmpp_362,2018-04-01,2018-04-30,1947.82,0.0,849.24,1098.58,KG,"             20.738,27",391.45,"              2.114,60-","             22.461,42",EUR,,30,28.308,2250_mmpp_362
11663,3,mmpp_363,2018-04-01,2018-04-30,3169.0,0.0,0.0,3169.0,KG,"              3.065,04",64.1,"                 64,10-","              3.065,04",EUR,,30,0.0,3_mmpp_363
11664,3,mmpp_364,2018-04-01,2018-04-30,4159.495,0.0,0.0,4159.495,KG,"              3.426,88",543.19,"              1.135,21-","              4.018,90",EUR,,30,0.0,3_mmpp_364
11665,2,mmpp_365,2018-04-01,2018-04-30,26858.0,3768.435,7452.435,23174.0,KG,"            178.866,50",10884.01,"             18.401,68-","            186.384,17",EUR,,30,248.4145,2_mmpp_365
11666,2,mmpp_366,2018-04-01,2018-04-30,21075.5,42381.085,53676.085,9780.5,KG,"            818.728,30",105664.65,"            102.721,46-","            815.785,11",EUR,,30,1789.2028333333333,2_mmpp_366
11667,2,mmpp_367,2018-04-01,2018-04-30,49989.0,4885.815,8403.815,46471.0,KG,0,14931.6,"             22.259,93-",0,EUR,,30,280.1271666666667,2_mmpp_367
11668,2,mmpp_368,2018-04-01,2018-04-30,11040.0,1514.003,3027.987,9526.016,KG,"             10.772,64",5417.85,"              8.123,61-","             13.478,40",EUR,,30,100.9329,2_mmpp_368
11669,2,mmpp_369,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,2_mmpp_369
11670,3,mmpp_369,2018-04-01,2018-04-30,3524.262,230.653,463.653,3291.262,KG,"             27.384,25",479.93,"                953,33-","             27.857,65",EUR,,30,15.4551,3_mmpp_369
11671,3,mmpp_370,2018-04-01,2018-04-30,8566.0,711.0,1000.0,8277.0,KG,0,1471.77,"              2.070,00-",0,EUR,,30,33.333333333333336,3_mmpp_370
11672,3,mmpp_371,2018-04-01,2018-04-30,5079.0,1226.0,1800.0,4505.0,KG,"             15.704,31",2537.82,"              3.726,00-","             16.892,49",EUR,,30,60.0,3_mmpp_371
11673,3,mmpp_372,2018-04-01,2018-04-30,3200.0,0.0,0.0,3200.0,UN,0,1256.34,"              1.256,34-",0,EUR,,30,0.0,3_mmpp_372
11674,2,mmpp_373,2018-04-01,2018-04-30,3115.681,0.0,0.0,3115.681,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_373
11675,2,mmpp_374,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_374
11676,3,mmpp_374,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,3_mmpp_374
11677,2,mmpp_375,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_375
11678,3,mmpp_375,2018-04-01,2018-04-30,3894.39,1545.61,960.0,4480.0,UN,"            208.819,32",39932.8,"             15.748,47-","            184.634,99",EUR,,30,32.0,3_mmpp_375
11679,2,mmpp_376,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,UN,0,0.0,0,0,EUR,,30,0.0,2_mmpp_376
11680,2,mmpp_377,2018-04-01,2018-04-30,1399.55,0.0,199.55,1200.0,UN,"                 87,65",0.02,"                 69,86-","                157,49",EUR,,30,6.651666666666667,2_mmpp_377
11681,2,mmpp_378,2018-04-01,2018-04-30,10852.0,3226.602,6817.602,7261.0,KG,"             77.108,91",11506.82,"             16.727,73-","             82.329,82",EUR,,30,227.2534,2_mmpp_378
11682,3,mmpp_378,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_378
11683,2,mmpp_379,2018-04-01,2018-04-30,6454.0,954.53,1721.53,5687.0,KG,"             14.735,40",2268.54,"              3.701,24-","             16.168,10",EUR,,30,57.38433333333333,2_mmpp_379
11684,2250,mmpp_380,2018-04-01,2018-04-30,427.0,0.0,92.0,335.0,PC,"             34.869,90",9770.57,"             15.991,44-","             41.090,77",EUR,,30,3.066666666666667,2250_mmpp_380
11685,3,mmpp_381,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,0,0.0,0,0,EUR,,30,0.0,3_mmpp_381
11686,9,mmpp_381,2018-04-01,2018-04-30,0.0,0.0,0.0,0.0,KG,"             27.745,58",0.0,0,"             27.745,58",EUR,,30,0.0,9_mmpp_381
11687,2250,mmpp_381,2018-04-01,2018-04-30,11716.872,20173.8,7530.688,24359.984,KG,"            369.132,79",83024.12,"             17.429,96-","            303.538,63",EUR,,30,251.02293333333333,2250_mmpp_381
11688,3,mmpp_382,2018-04-01,2018-04-30,3414.0,104.821,1818.821,1700.0,KG,"             32.694,61",1044.53,"              4.345,29-","             35.995,37",EUR,,30,60.62736666666667,3_mmpp_382
