id_mmpp,Plazo de entrega,Stock de seguridad
4_mmpp_102,7,0.0
4_mmpp_107,7,0.0
4_mmpp_110,20,20000.0
4_mmpp_111,15,15000.0
4_mmpp_129,10,0.0
4_mmpp_140,15,1000.0
4_mmpp_141,10,0.0
4_mmpp_142,0,0.0
4_mmpp_149,4,2600.0
4_mmpp_17,1,0.0
4_mmpp_197,15,7200.0
4_mmpp_218,15,0.0
4_mmpp_23,75,15000.0
4_mmpp_251,15,0.0
4_mmpp_28,15,2600.0
4_mmpp_294,15,0.0
4_mmpp_410,15,0.0
4_mmpp_505,10,10000.0
4_mmpp_83,15,1500.0
4_mmpp_84,15,2500.0
5_mmpp_17,4,0.0
5_mmpp_25,2,0.0
64_mmpp_21,0,0.0
7_mmpp_119,10,0.0
7_mmpp_122,8,0.0
7_mmpp_147,0,0.0
8_mmpp_104,10,380.0
8_mmpp_108,10,0.0
8_mmpp_112,10,110.0
8_mmpp_115,42,3000.0
8_mmpp_123,15,10000.0
8_mmpp_124,15,12000.0
8_mmpp_130,10,250.0
8_mmpp_134,14,0.0
8_mmpp_135,10,0.0
8_mmpp_179,20,3500.0
8_mmpp_180,15,0.0
8_mmpp_181,10,0.0
8_mmpp_183,20,0.0
8_mmpp_184,15,0.0
8_mmpp_185,21,0.0
8_mmpp_187,20,200.0
8_mmpp_19,12,3000.0
8_mmpp_195,15,1400.0
8_mmpp_196,15,0.0
8_mmpp_197,15,0.0
8_mmpp_20,15,0.0
8_mmpp_28,15,800.0
8_mmpp_291,25,3300.0
8_mmpp_3,15,6000.0
8_mmpp_30,15,0.0
8_mmpp_31,42,2000.0
8_mmpp_37,15,6000.0
8_mmpp_38,5,0.0
8_mmpp_4,15,2500.0
8_mmpp_44,45,0.0
8_mmpp_495,30,0.0
8_mmpp_5,3,2500.0
8_mmpp_508,10,7000.0
8_mmpp_51,14,0.0
8_mmpp_517,3,0.0
8_mmpp_54,10,0.0
8_mmpp_70,8,1500.0
8_mmpp_78,20,0.0
8_mmpp_83,15,800.0
8_mmpp_84,15,800.0
8_mmpp_89,45,0.0
8_mmpp_90,42,760.0
8_mmpp_91,10,500.0
8_mmpp_95,15,4600.0
9_mmpp_114,90,1000.0
9_mmpp_123,20,200.0
9_mmpp_135,25,0.0
9_mmpp_143,15,0.0
9_mmpp_228,30,45000.0
9_mmpp_239,30,0.0
9_mmpp_32,15,0.0
9_mmpp_352,30,20000.0
9_mmpp_353,0,0.0
9_mmpp_359,21,1000.0
9_mmpp_381,35,6000.0
9_mmpp_400,15,0.0
9_mmpp_494,0,0.0
9_mmpp_60,25,50.0
9_mmpp_75,20,0.0
9_mmpp_76,15,0.0
9_mmpp_77,20,0.0
9_mmpp_81,28,30000.0
9_mmpp_95,15,6000.0
C22_mmpp_107,0,0.0
C22_mmpp_142,1,0.0
C22_mmpp_17,0,0.0
PS01_mmpp_124,0,0.0
PS01_mmpp_209,15,0.0
PS01_mmpp_227,45,2000.0
PS01_mmpp_276,15,0.0
PS01_mmpp_278,0,0.0
PS01_mmpp_3,19,0.0
PS01_mmpp_30,15,2000.0
PS01_mmpp_31,40,2000.0
PS01_mmpp_409,20,0.0
PS01_mmpp_429,20,0.0
PS01_mmpp_430,20,0.0
PS01_mmpp_508,12,0.0
PS01_mmpp_91,21,1800.0
PS02_mmpp_180,15,0.0
PS02_mmpp_221,15,0.0
PS02_mmpp_225,15,0.0
PS02_mmpp_3,19,0.0
PS02_mmpp_30,15,0.0
PS02_mmpp_31,40,0.0
PS02_mmpp_91,21,0.0
PS03_mmpp_124,15,0.0
PS03_mmpp_3,19,0.0
PS03_mmpp_30,15,0.0
PS03_mmpp_31,40,0.0
PS03_mmpp_37,15,0.0
PS03_mmpp_38,20,0.0
PS03_mmpp_508,12,0.0
PS04_mmpp_213,15,0.0
PS04_mmpp_3,19,0.0
PS04_mmpp_30,15,0.0
PS04_mmpp_31,40,0.0
PS05_mmpp_112,15,0.0
PS05_mmpp_115,42,0.0
PS05_mmpp_124,15,0.0
PS05_mmpp_180,15,0.0
PS05_mmpp_183,0,0.0
PS05_mmpp_213,45,0.0
PS05_mmpp_221,15,0.0
PS05_mmpp_225,20,0.0
PS05_mmpp_227,0,0.0
PS05_mmpp_264,0,0.0
PS05_mmpp_268,0,0.0
PS05_mmpp_273,0,0.0
PS05_mmpp_274,0,0.0
PS05_mmpp_275,0,0.0
PS05_mmpp_276,15,0.0
PS05_mmpp_278,30,0.0
PS05_mmpp_28,20,2800.0
PS05_mmpp_3,19,0.0
PS05_mmpp_30,15,0.0
PS05_mmpp_31,40,0.0
PS05_mmpp_37,3,0.0
PS05_mmpp_38,20,0.0
PS05_mmpp_405,15,0.0
PS05_mmpp_423,15,0.0
PS05_mmpp_429,20,0.0
PS05_mmpp_430,15,0.0
PS05_mmpp_431,20,0.0
PS05_mmpp_444,0,0.0
PS05_mmpp_445,0,0.0
PS05_mmpp_446,0,0.0
PS05_mmpp_447,0,0.0
PS05_mmpp_456,0,0.0
PS05_mmpp_457,0,0.0
PS05_mmpp_462,0,0.0
PS05_mmpp_508,20,0.0
PS05_mmpp_83,15,1500.0
PS05_mmpp_91,21,0.0
PS06_mmpp_248,15,0.0
PS07_mmpp_498,20,0.0
PS08_mmpp_115,42,0.0
PS08_mmpp_116,10,0.0
PS08_mmpp_183,28,1800.0
PS08_mmpp_260,0,0.0
PS08_mmpp_268,20,0.0
PS08_mmpp_28,15,0.0
PS08_mmpp_434,15,0.0
PS08_mmpp_435,0,0.0
PS08_mmpp_477,15,0.0
PS08_mmpp_498,20,0.0
PS09_mmpp_134,0,0.0
PS09_mmpp_423,15,0.0
PS09_mmpp_455,15,0.0
PS10_mmpp_278,30,0.0
PT01_mmpp_100,15,0.0
PT01_mmpp_125,15,0.0
PT01_mmpp_141,15,0.0
PT01_mmpp_147,20,3000.0
PT01_mmpp_32,15,0.0
PT01_mmpp_399,15,0.0
PT01_mmpp_41,15,250.0
PT01_mmpp_82,20,52.0
PT01_mmpp_93,15,0.0
PT2_mmpp_119,10,0.0
PT2_mmpp_175,15,0.0
PT2_mmpp_350,30,18000.0
PT2_mmpp_361,30,20000.0
PT2_mmpp_44,15,700.0
PT2_mmpp_45,0,0.0
PT2_mmpp_503,30,0.0
PT2_mmpp_518,35,10000.0
