id_mmpp,Consumo_diario
02_mmpp_1014,64.28571428571429
02_mmpp_1016,1.4285714285714286
02_mmpp_1019,214.28575
02_mmpp_1021,4484.815250000001
02_mmpp_1025,1665.892857142857
02_mmpp_1029,25.613357142857144
02_mmpp_1031,694.5062857142857
02_mmpp_1032,0.42857142857142855
02_mmpp_520,640.1958214285714
02_mmpp_523,294.2142857142857
02_mmpp_524,66985.62982142858
02_mmpp_527,789.9346785714285
02_mmpp_528,44.31735714285714
02_mmpp_532,1428.4160714285715
02_mmpp_544,107.43914285714285
02_mmpp_548,550.1785714285714
02_mmpp_549,302.24285714285713
02_mmpp_554,272.5
02_mmpp_558,7.814964285714285
02_mmpp_561,54.81989285714286
02_mmpp_562,54.792500000000004
02_mmpp_563,142.85714285714286
02_mmpp_567,17.857142857142858
02_mmpp_569,487.1535714285714
02_mmpp_570,53.57142857142857
02_mmpp_573,1505.9497142857142
02_mmpp_575,871.4285714285714
02_mmpp_587,10.561571428571428
02_mmpp_588,529.88325
02_mmpp_589,162.32617857142856
02_mmpp_590,965.2303214285714
02_mmpp_591,211.1620714285714
02_mmpp_592,1612.0357142857142
02_mmpp_596,3.4285714285714284
02_mmpp_599,6.535714285714286
02_mmpp_600,149.10714285714286
02_mmpp_601,263.44910714285714
02_mmpp_605,301.83921428571426
02_mmpp_606,74.56542857142857
02_mmpp_611,17.054142857142857
02_mmpp_613,164.46889285714286
02_mmpp_614,361.5053214285714
02_mmpp_616,64.41235714285715
02_mmpp_617,5205.671464285714
02_mmpp_619,9723.395107142858
02_mmpp_621,436.82603571428575
02_mmpp_623,435.87325
02_mmpp_629,0.9415714285714286
02_mmpp_635,4595.5615
02_mmpp_640,894.8571428571429
02_mmpp_641,1038.399642857143
02_mmpp_652,15.589285714285714
02_mmpp_655,7.142857142857143
02_mmpp_656,32047.60967857143
02_mmpp_659,35.66439285714286
02_mmpp_660,1444.642857142857
02_mmpp_661,1317.3544285714286
02_mmpp_662,7.779249999999999
02_mmpp_663,7.779249999999999
02_mmpp_664,178.57142857142858
02_mmpp_666,44.77442857142857
02_mmpp_669,780.0195357142857
02_mmpp_672,665.6916071428572
02_mmpp_691,99.51064285714286
02_mmpp_692,554.1301785714286
02_mmpp_696,85.71428571428571
02_mmpp_698,29.642857142857142
02_mmpp_708,826.902
02_mmpp_715,538.4285714285714
02_mmpp_727,41.04667857142857
02_mmpp_731,84.28128571428572
02_mmpp_735,349.75642857142856
02_mmpp_737,416.92857142857144
02_mmpp_740,220.63214285714284
02_mmpp_764,261.35714285714283
02_mmpp_774,40.785714285714285
02_mmpp_776,83.31107142857142
02_mmpp_777,12.898357142857142
02_mmpp_778,65.072
02_mmpp_802,27.8915
02_mmpp_806,86.13699999999999
02_mmpp_814,88.52321428571429
02_mmpp_818,89.89478571428572
02_mmpp_819,162.62425000000002
02_mmpp_820,89.12564285714286
02_mmpp_829,6.940714285714286
02_mmpp_836,150.17857142857142
02_mmpp_858,41.72678571428571
02_mmpp_859,0.07142857142857142
02_mmpp_867,1021.5988928571429
02_mmpp_868,3.169642857142857
02_mmpp_882,419.267
02_mmpp_883,1424.7369642857143
02_mmpp_884,452.123
02_mmpp_885,136.2955357142857
02_mmpp_893,4.285714285714286
02_mmpp_930,5.826071428571429
02_mmpp_934,25.78482142857143
02_mmpp_936,865.0
02_mmpp_955,30.321428571428573
02_mmpp_956,7.7749999999999995
02_mmpp_957,40.857142857142854
02_mmpp_958,33.32142857142857
03_mmpp_1022,61043.36335714286
03_mmpp_1023,64.64285714285714
03_mmpp_1025,374.02414285714286
03_mmpp_1030,171.09542857142856
03_mmpp_1031,118.11253571428571
03_mmpp_1034,34.82414285714286
03_mmpp_15,9724.429642857143
03_mmpp_520,448.02421428571427
03_mmpp_521,521.3283571428572
03_mmpp_522,365.11010714285715
03_mmpp_525,97.14285714285714
03_mmpp_526,3242.111642857143
03_mmpp_530,1891.0861428571427
03_mmpp_533,135.14285714285714
03_mmpp_534,28970.86285714286
03_mmpp_535,53.007178571428575
03_mmpp_536,82.72757142857142
03_mmpp_537,17.946428571428573
03_mmpp_538,983.7857142857143
03_mmpp_548,18.214285714285715
03_mmpp_550,144.61114285714285
03_mmpp_551,18.126785714285713
03_mmpp_554,242.0735
03_mmpp_558,0.00014285714285714287
03_mmpp_568,46.777678571428574
03_mmpp_571,87.72775
03_mmpp_573,310.51775
03_mmpp_578,37.883714285714284
03_mmpp_579,711.2125
03_mmpp_580,79.51485714285715
03_mmpp_581,0.09475
03_mmpp_584,0.3202142857142857
03_mmpp_586,26.369607142857145
03_mmpp_587,37.92978571428572
03_mmpp_588,527.7566071428571
03_mmpp_589,40.04192857142857
03_mmpp_595,4.320892857142857
03_mmpp_597,397.60714285714283
03_mmpp_599,0.5357142857142857
03_mmpp_603,618.9489285714286
03_mmpp_604,13.353392857142856
03_mmpp_605,186.44575
03_mmpp_606,10.281678571428571
03_mmpp_607,3.462285714285714
03_mmpp_610,22.070607142857142
03_mmpp_612,1246.669642857143
03_mmpp_615,328.4324642857143
03_mmpp_616,212.5
03_mmpp_617,6732.870857142857
03_mmpp_620,37719.44596428571
03_mmpp_621,10.197821428571428
03_mmpp_624,827.2142857142857
03_mmpp_625,111.66660714285715
03_mmpp_626,18.126785714285713
